Packet ID,Source Address,Hop Count,New Addresses Seen,Port,Protocol,flow_window_packet_count,prefix_window_packet_count,flow_window_start_time 1,flow_window_start_time 2,flow_window_start_time 3,prefix_window_start_time 1,prefix_window_start_time 2,prefix_window_start_time 3
11447,2000000,1000000,0,9000000,0,39000000,507000000,340738135,342487651,340738135,340425183,340425183,340425183
9872,3000000,1000000,0,10000000,0,21000000,508000000,342369547,342487651,342369547,340425183,340425183,340425183
9856,4000000,1000000,0,11000000,0,30000000,509000000,342487651,342487651,342487651,340425183,340425183,340425183
12663,5000000,1000000,0,12000000,1000000,16000000,510000000,343381202,343784018,343381202,340425183,340425183,340425183
282,64000000,5000000,3000000,0,1000000,3000000,8000000,340815853,343106699,342852762,342183874,342183874,342183874
14419,0,1000000,0,7000000,1000000,34000000,511000000,341391822,343784018,341391822,340425183,340425183,340425183
11466,1000000,1000000,0,8000000,0,34000000,512000000,341238398,342487651,341238398,340425183,340425183,340425183
14386,2000000,1000000,0,9000000,1000000,38000000,513000000,341501413,343784018,341501413,340425183,340425183,340425183
12665,3000000,1000000,0,10000000,1000000,17000000,514000000,343419736,343784018,343419736,340425183,340425183,340425183
9868,4000000,1000000,0,11000000,0,31000000,515000000,342487651,342487651,342487651,340425183,340425183,340425183
9875,5000000,1000000,0,12000000,0,24000000,516000000,342332081,342487651,342332081,340425183,340425183,340425183
283,104000000,7000000,4000000,0,1000000,4000000,13000000,342237641,342237641,342852762,341527965,341527965,341527965
11461,0,1000000,0,7000000,0,44000000,517000000,340730075,342487651,340730075,340425183,340425183,340425183
14422,1000000,1000000,0,8000000,1000000,35000000,518000000,341392051,343784018,341392051,340425183,340425183,340425183
11470,2000000,1000000,0,9000000,0,40000000,519000000,340738135,342487651,340738135,340425183,340425183,340425183
9895,3000000,1000000,0,10000000,0,22000000,520000000,342369547,342487651,342369547,340425183,340425183,340425183
12697,4000000,1000000,0,11000000,1000000,8000000,521000000,343784018,343784018,343784018,340425183,340425183,340425183
9887,5000000,1000000,0,12000000,0,25000000,522000000,342332081,342487651,342332081,340425183,340425183,340425183
284,63000000,5000000,3000000,0,1000000,6000000,9000000,342752869,343106699,343594683,342183874,342183874,342183874
14442,0,1000000,0,7000000,1000000,35000000,523000000,341391822,343784018,341391822,340425183,340425183,340425183
14434,1000000,1000000,0,8000000,1000000,36000000,524000000,341392051,343784018,341392051,340425183,340425183,340425183
14409,2000000,1000000,0,9000000,1000000,39000000,525000000,341501413,343784018,341501413,340425183,340425183,340425183
9907,3000000,1000000,0,10000000,0,23000000,526000000,342369547,342487651,342369547,340425183,340425183,340425183
9891,4000000,1000000,0,11000000,0,32000000,527000000,342487651,342487651,342487651,340425183,340425183,340425183
12695,5000000,1000000,0,12000000,1000000,17000000,528000000,343381202,343784018,343381202,340425183,340425183,340425183
284,103000000,7000000,2000000,0,1000000,1000000,14000000,339491115,342237641,343594683,341527965,341527965,341527965
11486,0,1000000,0,7000000,0,45000000,529000000,340730075,342487651,340730075,340425183,340425183,340425183
11503,1000000,1000000,0,8000000,0,35000000,530000000,341238398,342487651,341238398,340425183,340425183,340425183
11496,2000000,1000000,0,9000000,0,41000000,531000000,340738135,342487651,340738135,340425183,340425183,340425183
9922,3000000,1000000,0,10000000,0,24000000,532000000,342369547,342487651,342369547,340425183,340425183,340425183
9905,4000000,1000000,0,11000000,0,33000000,533000000,342487651,342487651,342487651,340425183,340425183,340425183
12709,5000000,1000000,0,12000000,1000000,18000000,534000000,343381202,343784018,343381202,340425183,340425183,340425183
285,43000000,4000000,3000000,0,1000000,2000000,20000000,343594683,343594683,344908159,340149685,340149685,340149685
11498,0,1000000,0,7000000,0,46000000,535000000,340730075,342487651,340730075,340425183,340425183,340425183
14460,1000000,1000000,0,8000000,1000000,37000000,536000000,341392051,343784018,341392051,340425183,340425183,340425183
14436,2000000,1000000,0,9000000,1000000,40000000,537000000,341501413,343784018,341501413,340425183,340425183,340425183
9935,3000000,1000000,0,10000000,0,25000000,538000000,342369547,342487651,342369547,340425183,340425183,340425183
9919,4000000,1000000,0,11000000,0,34000000,539000000,342487651,342487651,342487651,340425183,340425183,340425183
12723,5000000,1000000,0,12000000,1000000,19000000,540000000,343381202,343784018,343381202,340425183,340425183,340425183
284,104000000,7000000,2000000,0,1000000,2000000,15000000,342237641,344908159,342852762,341527965,341527965,341527965
14482,0,1000000,0,7000000,1000000,36000000,541000000,341391822,343784018,341391822,340425183,340425183,340425183
11530,1000000,1000000,0,8000000,0,36000000,542000000,341238398,342487651,341238398,340425183,340425183,340425183
11521,2000000,1000000,0,9000000,0,42000000,543000000,340738135,342487651,340738135,340425183,340425183,340425183
9948,3000000,1000000,0,10000000,0,26000000,544000000,342369547,342487651,342369547,340425183,340425183,340425183
12747,4000000,1000000,0,11000000,1000000,9000000,545000000,343784018,343784018,343784018,340425183,340425183,340425183
9938,5000000,1000000,0,12000000,0,26000000,546000000,342332081,342487651,342332081,340425183,340425183,340425183
285,63000000,5000000,3000000,0,1000000,3000000,10000000,342752869,343106699,344908159,342183874,342183874,342183874
14493,0,1000000,0,7000000,1000000,37000000,547000000,341391822,343784018,341391822,340425183,340425183,340425183
14485,1000000,1000000,0,8000000,1000000,38000000,548000000,341392051,343784018,341392051,340425183,340425183,340425183
14461,2000000,1000000,0,9000000,1000000,41000000,549000000,341501413,343784018,341501413,340425183,340425183,340425183
9959,3000000,1000000,0,10000000,0,27000000,550000000,342369547,342487651,342369547,340425183,340425183,340425183
9942,4000000,1000000,0,11000000,0,35000000,551000000,342487651,342487651,342487651,340425183,340425183,340425183
9950,5000000,1000000,0,12000000,0,27000000,552000000,342332081,342487651,342332081,340425183,340425183,340425183
285,23000000,3000000,3000000,0,1000000,4000000,1000000,342338615,344250746,344908159,339947516,339947516,339947516
14505,0,1000000,0,7000000,1000000,38000000,553000000,341391822,343784018,341391822,340425183,340425183,340425183
11553,1000000,1000000,0,8000000,0,37000000,554000000,341238398,342487651,341238398,340425183,340425183,340425183
14472,2000000,1000000,0,9000000,1000000,42000000,555000000,341501413,343784018,341501413,340425183,340425183,340425183
9971,3000000,1000000,0,10000000,0,28000000,556000000,342369547,342487651,342369547,340425183,340425183,340425183
9954,4000000,1000000,0,11000000,0,36000000,557000000,342487651,342487651,342487651,340425183,340425183,340425183
9961,5000000,1000000,0,12000000,0,28000000,558000000,342332081,342487651,342332081,340425183,340425183,340425183
286,43000000,4000000,3000000,0,1000000,5000000,1000000,343594683,343594683,344908159,340149685,340149685,340149685
14517,0,1000000,0,7000000,1000000,39000000,559000000,341391822,343784018,341391822,340425183,340425183,340425183
11565,1000000,1000000,0,8000000,0,38000000,560000000,341238398,342487651,341238398,340425183,340425183,340425183
14483,2000000,1000000,0,9000000,1000000,43000000,561000000,341501413,343784018,341501413,340425183,340425183,340425183
12765,3000000,1000000,0,10000000,1000000,18000000,562000000,343419736,343784018,343419736,340425183,340425183,340425183
12782,4000000,1000000,0,11000000,1000000,10000000,563000000,343784018,343784018,343784018,340425183,340425183,340425183
9973,5000000,1000000,0,12000000,0,29000000,564000000,342332081,342487651,342332081,340425183,340425183,340425183
285,102000000,7000000,3000000,0,1000000,3000000,16000000,341780592,344908159,344250746,341527965,341527965,341527965
14529,0,1000000,0,7000000,1000000,40000000,565000000,341391822,343784018,341391822,340425183,340425183,340425183
14520,1000000,1000000,0,8000000,1000000,39000000,566000000,341392051,343784018,341392051,340425183,340425183,340425183
14495,2000000,1000000,0,9000000,1000000,44000000,567000000,341501413,343784018,341501413,340425183,340425183,340425183
9994,3000000,1000000,0,10000000,0,29000000,568000000,342369547,342487651,342369547,340425183,340425183,340425183
12794,4000000,1000000,0,11000000,1000000,11000000,569000000,343784018,343784018,343784018,340425183,340425183,340425183
12781,5000000,1000000,0,12000000,1000000,20000000,570000000,343381202,343784018,343381202,340425183,340425183,340425183
285,82000000,6000000,3000000,0,1000000,7000000,15000000,342752869,342852762,344250746,342032576,342032576,342032576
14540,0,1000000,0,7000000,1000000,41000000,571000000,341391822,343784018,341391822,340425183,340425183,340425183
14531,1000000,1000000,0,8000000,1000000,40000000,572000000,341392051,343784018,341392051,340425183,340425183,340425183
14506,2000000,1000000,0,9000000,1000000,45000000,573000000,341501413,343784018,341501413,340425183,340425183,340425183
12788,3000000,1000000,0,10000000,1000000,19000000,574000000,343419736,343784018,343419736,340425183,340425183,340425183
9989,4000000,1000000,0,11000000,0,37000000,575000000,342487651,342487651,342487651,340425183,340425183,340425183
9996,5000000,1000000,0,12000000,0,30000000,576000000,342332081,342487651,342332081,340425183,340425183,340425183
286,23000000,3000000,3000000,0,1000000,5000000,2000000,342338615,344250746,344908159,345112289,345112289,345112289
14552,0,1000000,0,7000000,1000000,42000000,577000000,341391822,343784018,341391822,340425183,340425183,340425183
14543,1000000,1000000,0,8000000,1000000,41000000,578000000,341392051,343784018,341392051,340425183,340425183,340425183
11591,2000000,1000000,0,9000000,0,43000000,579000000,340738135,342487651,340738135,340425183,340425183,340425183
10017,3000000,1000000,0,10000000,0,30000000,580000000,342369547,342487651,342369547,340425183,340425183,340425183
12817,4000000,1000000,0,11000000,1000000,12000000,581000000,343784018,343784018,343784018,340425183,340425183,340425183
12803,5000000,1000000,0,12000000,1000000,21000000,582000000,343381202,343784018,343381202,340425183,340425183,340425183
286,103000000,7000000,3000000,0,1000000,2000000,17000000,344908159,344908159,344908159,341527965,341527965,341527965
11594,0,1000000,0,7000000,0,47000000,583000000,340730075,342487651,340730075,340425183,340425183,340425183
11611,1000000,1000000,0,8000000,0,39000000,584000000,341238398,342487651,341238398,340425183,340425183,340425183
14529,2000000,1000000,0,9000000,1000000,46000000,585000000,341501413,343784018,341501413,340425183,340425183,340425183
12811,3000000,1000000,0,10000000,1000000,20000000,586000000,343419736,343784018,343419736,340425183,340425183,340425183
12829,4000000,1000000,0,11000000,1000000,13000000,587000000,343784018,343784018,343784018,340425183,340425183,340425183
12814,5000000,1000000,0,12000000,1000000,22000000,588000000,343381202,343784018,343381202,340425183,340425183,340425183
286,62000000,5000000,3000000,0,1000000,2000000,11000000,343106699,343106699,344250746,342183874,342183874,342183874
14575,0,1000000,0,7000000,1000000,43000000,1000000,341391822,343784018,341391822,340425183,340425183,340425183
14566,1000000,1000000,0,8000000,1000000,42000000,2000000,341392051,343784018,341392051,345431306,345431306,345431306
14541,2000000,1000000,0,9000000,1000000,47000000,3000000,341501413,343784018,341501413,345431306,345431306,345431306
12823,3000000,1000000,0,10000000,1000000,21000000,4000000,343419736,343784018,343419736,345431306,345431306,345431306
10024,4000000,1000000,0,11000000,0,38000000,5000000,342487651,342487651,342487651,345431306,345431306,345431306
12825,5000000,1000000,0,12000000,1000000,23000000,6000000,343381202,343784018,343381202,345431306,345431306,345431306
286,104000000,7000000,3000000,0,1000000,5000000,18000000,342237641,344908159,342852762,341527965,341527965,341527965
14587,0,1000000,0,7000000,1000000,44000000,7000000,341391822,343784018,341391822,345431306,345431306,345431306
14578,1000000,1000000,0,8000000,1000000,43000000,8000000,341392051,343784018,341392051,345431306,345431306,345431306
14553,2000000,1000000,0,9000000,1000000,48000000,9000000,341501413,343784018,341501413,345431306,345431306,345431306
12835,3000000,1000000,0,10000000,1000000,22000000,10000000,343419736,343784018,343419736,345431306,345431306,345431306
10036,4000000,1000000,0,11000000,0,39000000,11000000,342487651,342487651,342487651,345431306,345431306,345431306
10044,5000000,1000000,0,12000000,0,31000000,12000000,342332081,342487651,342332081,345431306,345431306,345431306
287,24000000,3000000,3000000,0,1000000,6000000,3000000,341881883,344250746,342852762,345112289,345112289,345112289
14599,0,1000000,0,7000000,1000000,45000000,13000000,341391822,343784018,341391822,345431306,345431306,345431306
14590,1000000,1000000,0,8000000,1000000,44000000,14000000,341392051,343784018,341392051,345431306,345431306,345431306
14565,2000000,1000000,0,9000000,1000000,49000000,15000000,341501413,343784018,341501413,345431306,345431306,345431306
12847,3000000,1000000,0,10000000,1000000,23000000,16000000,343419736,343784018,343419736,345431306,345431306,345431306
10048,4000000,1000000,0,11000000,0,40000000,17000000,342487651,342487651,342487651,345431306,345431306,345431306
10055,5000000,1000000,0,12000000,0,32000000,18000000,342332081,342487651,342332081,345431306,345431306,345431306
287,23000000,3000000,3000000,0,1000000,7000000,4000000,342338615,344250746,344908159,345112289,345112289,345112289
14610,0,1000000,0,7000000,1000000,46000000,19000000,341391822,343784018,341391822,345431306,345431306,345431306
11658,1000000,1000000,0,8000000,0,40000000,20000000,341238398,342487651,341238398,345431306,345431306,345431306
11650,2000000,1000000,0,9000000,0,44000000,21000000,340738135,342487651,340738135,345431306,345431306,345431306
10076,3000000,1000000,0,10000000,0,31000000,22000000,342369547,342487651,342369547,345431306,345431306,345431306
10059,4000000,1000000,0,11000000,0,41000000,23000000,342487651,342487651,342487651,345431306,345431306,345431306
10066,5000000,1000000,0,12000000,0,33000000,24000000,342332081,342487651,342332081,345431306,345431306,345431306
288,43000000,4000000,3000000,0,1000000,6000000,2000000,343594683,343594683,344908159,345162976,345162976,345162976
14621,0,1000000,0,7000000,1000000,47000000,25000000,341391822,343784018,341391822,345431306,345431306,345431306
11670,1000000,1000000,0,8000000,0,41000000,26000000,341238398,342487651,341238398,345431306,345431306,345431306
11661,2000000,1000000,0,9000000,0,45000000,27000000,340738135,342487651,340738135,345431306,345431306,345431306
12870,3000000,1000000,0,10000000,1000000,24000000,28000000,343419736,343784018,343419736,345431306,345431306,345431306
10071,4000000,1000000,0,11000000,0,42000000,29000000,342487651,342487651,342487651,345431306,345431306,345431306
10077,5000000,1000000,0,12000000,0,34000000,30000000,342332081,342487651,342332081,345431306,345431306,345431306
287,102000000,7000000,3000000,0,1000000,6000000,19000000,341780592,344908159,344250746,341527965,341527965,341527965
14633,0,1000000,0,7000000,1000000,48000000,31000000,341391822,343784018,341391822,345431306,345431306,345431306
11681,1000000,1000000,0,8000000,0,42000000,32000000,341238398,342487651,341238398,345431306,345431306,345431306
11673,2000000,1000000,0,9000000,0,46000000,33000000,340738135,342487651,340738135,345431306,345431306,345431306
12882,3000000,1000000,0,10000000,1000000,25000000,34000000,343419736,343784018,343419736,345431306,345431306,345431306
10082,4000000,1000000,0,11000000,0,43000000,35000000,342487651,342487651,342487651,345431306,345431306,345431306
10089,5000000,1000000,0,12000000,0,35000000,36000000,342332081,342487651,342332081,345431306,345431306,345431306
287,82000000,6000000,3000000,0,1000000,10000000,16000000,342752869,342852762,344250746,342032576,342032576,342032576
14644,0,1000000,0,7000000,1000000,49000000,37000000,341391822,343784018,341391822,345431306,345431306,345431306
11693,1000000,1000000,0,8000000,0,43000000,38000000,341238398,342487651,341238398,345431306,345431306,345431306
14611,2000000,1000000,0,9000000,1000000,50000000,39000000,341501413,343784018,341501413,345431306,345431306,345431306
12893,3000000,1000000,0,10000000,1000000,26000000,40000000,343419736,343784018,343419736,345431306,345431306,345431306
10094,4000000,1000000,0,11000000,0,44000000,41000000,342487651,342487651,342487651,345431306,345431306,345431306
10100,5000000,1000000,0,12000000,0,36000000,42000000,342332081,342487651,342332081,345431306,345431306,345431306
288,23000000,3000000,3000000,0,1000000,8000000,5000000,342338615,344250746,344908159,345112289,345112289,345112289
14656,0,1000000,0,7000000,1000000,50000000,43000000,341391822,343784018,341391822,345431306,345431306,345431306
11704,1000000,1000000,0,8000000,0,44000000,44000000,341238398,342487651,341238398,345431306,345431306,345431306
11696,2000000,1000000,0,9000000,0,1000000,45000000,340738135,342487651,340738135,345431306,345431306,345431306
12905,3000000,1000000,0,10000000,1000000,27000000,46000000,343419736,343784018,343419736,345431306,345431306,345431306
12922,4000000,1000000,0,11000000,1000000,14000000,47000000,343784018,343784018,343784018,345431306,345431306,345431306
10112,5000000,1000000,0,12000000,0,2000000,48000000,342332081,345790705,342332081,345431306,345431306,345431306
288,103000000,7000000,3000000,0,1000000,3000000,20000000,344908159,344908159,344908159,341527965,341527965,341527965
11699,0,1000000,0,7000000,0,1000000,49000000,340730075,345790705,340730075,345431306,345431306,345431306
11716,1000000,1000000,0,8000000,0,2000000,50000000,341238398,345833255,341238398,345431306,345431306,345431306
14634,2000000,1000000,0,9000000,1000000,51000000,51000000,341501413,343784018,341501413,345431306,345431306,345431306
10134,3000000,1000000,0,10000000,0,3000000,52000000,342369547,345833255,342369547,345431306,345431306,345431306
10117,4000000,1000000,0,11000000,0,4000000,53000000,342487651,345833255,342487651,345431306,345431306,345431306
10124,5000000,1000000,0,12000000,0,5000000,54000000,342332081,345833255,342332081,345431306,345431306,345431306
289,43000000,4000000,3000000,0,1000000,7000000,3000000,343594683,343594683,344908159,345162976,345162976,345162976
14679,0,1000000,0,7000000,1000000,51000000,55000000,341391822,343784018,341391822,345431306,345431306,345431306
11728,1000000,1000000,0,8000000,0,6000000,56000000,341238398,345833255,341238398,345431306,345431306,345431306
14645,2000000,1000000,0,9000000,1000000,52000000,57000000,341501413,343784018,341501413,345431306,345431306,345431306
10146,3000000,1000000,0,10000000,0,7000000,58000000,342369547,345833255,342369547,345431306,345431306,345431306
12945,4000000,1000000,0,11000000,1000000,15000000,59000000,343784018,343784018,343784018,345431306,345431306,345431306
10135,5000000,1000000,0,12000000,0,8000000,60000000,342332081,345833255,342332081,345431306,345431306,345431306
288,83000000,6000000,3000000,0,1000000,3000000,17000000,343106699,342852762,344908159,342032576,342032576,342032576
11722,0,1000000,0,7000000,0,2000000,61000000,345833255,345833255,345833255,345431306,345431306,345431306
11739,1000000,1000000,0,8000000,0,10000000,62000000,341238398,345833255,341238398,345431306,345431306,345431306
11731,2000000,1000000,0,9000000,0,2000000,63000000,345790705,345833255,345790705,345431306,345431306,345431306
10158,3000000,1000000,0,10000000,0,12000000,64000000,342369547,345833255,342369547,345431306,345431306,345431306
12957,4000000,1000000,0,11000000,1000000,16000000,65000000,343784018,343784018,343784018,345431306,345431306,345431306
10147,5000000,1000000,0,12000000,0,13000000,66000000,342332081,345833255,342332081,345431306,345431306,345431306
289,63000000,5000000,3000000,0,1000000,9000000,12000000,342752869,343106699,344908159,342183874,342183874,342183874
11734,0,1000000,0,7000000,0,3000000,67000000,345833255,345833255,345833255,345431306,345431306,345431306
14693,1000000,1000000,0,8000000,1000000,45000000,68000000,341392051,343784018,341392051,345431306,345431306,345431306
11742,2000000,1000000,0,9000000,0,3000000,69000000,345790705,345833255,345790705,345431306,345431306,345431306
12951,3000000,1000000,0,10000000,1000000,28000000,70000000,343419736,343784018,343419736,345431306,345431306,345431306
12969,4000000,1000000,0,11000000,1000000,17000000,71000000,343784018,343784018,343784018,345431306,345431306,345431306
10159,5000000,1000000,0,12000000,0,16000000,72000000,342332081,345833255,342332081,345431306,345431306,345431306
289,23000000,3000000,3000000,0,1000000,9000000,6000000,342338615,344250746,344908159,345112289,345112289,345112289
14714,0,1000000,0,7000000,1000000,52000000,73000000,341391822,343784018,341391822,345431306,345431306,345431306
14704,1000000,1000000,0,8000000,1000000,46000000,74000000,341392051,343784018,341392051,345431306,345431306,345431306
11754,2000000,1000000,0,9000000,0,4000000,75000000,345790705,345833255,345790705,345431306,345431306,345431306
10181,3000000,1000000,0,10000000,0,18000000,76000000,342369547,345833255,342369547,345431306,345431306,345431306
12980,4000000,1000000,0,11000000,1000000,18000000,77000000,343784018,343784018,343784018,345431306,345431306,345431306
12956,5000000,1000000,0,12000000,1000000,24000000,78000000,343381202,343784018,343381202,345431306,345431306,345431306
290,22000000,3000000,3000000,0,1000000,3000000,7000000,344250746,344250746,344250746,345112289,345112289,345112289
14726,0,1000000,0,7000000,1000000,53000000,79000000,341391822,343784018,341391822,345431306,345431306,345431306
14716,1000000,1000000,0,8000000,1000000,47000000,80000000,341392051,343784018,341392051,345431306,345431306,345431306
14691,2000000,1000000,0,9000000,1000000,53000000,81000000,341501413,343784018,341501413,345431306,345431306,345431306
10193,3000000,1000000,0,10000000,0,19000000,82000000,342369547,345833255,342369547,345431306,345431306,345431306
10175,4000000,1000000,0,11000000,0,20000000,83000000,342487651,345833255,342487651,345431306,345431306,345431306
10182,5000000,1000000,0,12000000,0,21000000,84000000,342332081,345833255,342332081,345431306,345431306,345431306
289,62000000,5000000,3000000,0,1000000,4000000,13000000,343106699,343106699,344250746,342183874,342183874,342183874
14738,0,1000000,0,7000000,1000000,54000000,85000000,341391822,343784018,341391822,345431306,345431306,345431306
11785,1000000,1000000,0,8000000,0,22000000,86000000,341238398,345833255,341238398,345431306,345431306,345431306
14703,2000000,1000000,0,9000000,1000000,54000000,87000000,341501413,343784018,341501413,345431306,345431306,345431306
10205,3000000,1000000,0,10000000,0,23000000,88000000,342369547,345833255,342369547,345431306,345431306,345431306
10187,4000000,1000000,0,11000000,0,24000000,89000000,342487651,345833255,342487651,345431306,345431306,345431306
10194,5000000,1000000,0,12000000,0,25000000,90000000,342332081,345833255,342332081,345431306,345431306,345431306
289,82000000,6000000,3000000,0,1000000,13000000,18000000,342752869,342852762,344250746,342032576,342032576,342032576
11780,0,1000000,0,7000000,0,4000000,91000000,345833255,345833255,345833255,345431306,345431306,345431306
14739,1000000,1000000,0,8000000,1000000,48000000,92000000,341392051,343784018,341392051,345431306,345431306,345431306
11788,2000000,1000000,0,9000000,0,5000000,93000000,345790705,345833255,345790705,345431306,345431306,345431306
10217,3000000,1000000,0,10000000,0,28000000,94000000,342369547,345833255,342369547,345431306,345431306,345431306
13015,4000000,1000000,0,11000000,1000000,19000000,95000000,343784018,343784018,343784018,345431306,345431306,345431306
10205,5000000,1000000,0,12000000,0,29000000,96000000,342332081,345833255,342332081,345431306,345431306,345431306
290,24000000,3000000,3000000,0,1000000,7000000,8000000,341881883,344250746,342852762,345112289,345112289,345112289
14761,0,1000000,0,7000000,1000000,55000000,97000000,341391822,343784018,341391822,345431306,345431306,345431306
11808,1000000,1000000,0,8000000,0,1000000,98000000,341238398,345833255,341238398,345431306,345431306,345431306
14726,2000000,1000000,0,9000000,1000000,55000000,99000000,341501413,343784018,341501413,345431306,345431306,345431306
13009,3000000,1000000,0,10000000,1000000,29000000,100000000,343419736,343784018,343419736,345431306,345431306,345431306
10210,4000000,1000000,0,11000000,0,2000000,101000000,342487651,346244689,342487651,345431306,345431306,345431306
10217,5000000,1000000,0,12000000,0,3000000,102000000,342332081,346244689,342332081,345431306,345431306,345431306
290,103000000,7000000,3000000,0,1000000,4000000,21000000,344908159,344908159,344908159,341527965,341527965,341527965
14773,0,1000000,0,7000000,1000000,56000000,103000000,341391822,343784018,341391822,345431306,345431306,345431306
14762,1000000,1000000,0,8000000,1000000,49000000,104000000,341392051,343784018,341392051,345431306,345431306,345431306
14738,2000000,1000000,0,9000000,1000000,56000000,105000000,341501413,343784018,341501413,345431306,345431306,345431306
10240,3000000,1000000,0,10000000,0,4000000,106000000,342369547,346244689,342369547,345431306,345431306,345431306
10222,4000000,1000000,0,11000000,0,5000000,107000000,342487651,346244689,342487651,345431306,345431306,345431306
10229,5000000,1000000,0,12000000,0,6000000,108000000,342332081,346244689,342332081,345431306,345431306,345431306
291,43000000,4000000,3000000,0,1000000,8000000,4000000,343594683,343594683,344908159,345162976,345162976,345162976
11815,0,1000000,0,7000000,0,5000000,109000000,345833255,346244689,345833255,345431306,345431306,345431306
14774,1000000,1000000,0,8000000,1000000,50000000,110000000,341392051,343784018,341392051,345431306,345431306,345431306
14749,2000000,1000000,0,9000000,1000000,57000000,111000000,341501413,343784018,341501413,345431306,345431306,345431306
13032,3000000,1000000,0,10000000,1000000,30000000,112000000,343419736,343784018,343419736,345431306,345431306,345431306
10234,4000000,1000000,0,11000000,0,8000000,113000000,342487651,346244689,342487651,345431306,345431306,345431306
10241,5000000,1000000,0,12000000,0,9000000,114000000,342332081,346244689,342332081,345431306,345431306,345431306
289,64000000,5000000,3000000,0,1000000,1000000,14000000,340815853,343106699,342852762,342183874,342183874,342183874
11827,0,1000000,0,7000000,0,6000000,115000000,345833255,346244689,345833255,345431306,345431306,345431306
11843,1000000,1000000,0,8000000,0,2000000,116000000,346244689,346244689,346244689,345431306,345431306,345431306
14761,2000000,1000000,0,9000000,1000000,58000000,117000000,341501413,343784018,341501413,345431306,345431306,345431306
13044,3000000,1000000,0,10000000,1000000,31000000,118000000,343419736,343784018,343419736,345431306,345431306,345431306
10246,4000000,1000000,0,11000000,0,12000000,119000000,342487651,346244689,342487651,345431306,345431306,345431306
10252,5000000,1000000,0,12000000,0,13000000,120000000,342332081,346244689,342332081,345431306,345431306,345431306
290,82000000,6000000,3000000,0,1000000,14000000,19000000,342752869,342852762,344250746,342032576,342032576,342032576
11839,0,1000000,0,7000000,0,7000000,121000000,345833255,346244689,345833255,345431306,345431306,345431306
14797,1000000,1000000,0,8000000,1000000,1000000,122000000,341392051,343784018,341392051,345431306,345431306,345431306
14773,2000000,1000000,0,9000000,1000000,2000000,123000000,341501413,346446314,341501413,345431306,345431306,345431306
10275,3000000,1000000,0,10000000,0,15000000,124000000,342369547,346244689,342369547,345431306,345431306,345431306
10258,4000000,1000000,0,11000000,0,16000000,125000000,342487651,346244689,342487651,345431306,345431306,345431306
10264,5000000,1000000,0,12000000,0,17000000,126000000,342332081,346244689,342332081,345431306,345431306,345431306
291,23000000,3000000,3000000,0,1000000,11000000,9000000,342338615,344250746,344908159,345112289,345112289,345112289
14820,0,1000000,0,7000000,1000000,1000000,127000000,341391822,346446314,341391822,345431306,345431306,345431306
11867,1000000,1000000,0,8000000,0,3000000,128000000,346244689,346244689,346244689,345431306,345431306,345431306
11858,2000000,1000000,0,9000000,0,6000000,129000000,345790705,346244689,345790705,345431306,345431306,345431306
10287,3000000,1000000,0,10000000,0,20000000,130000000,342369547,346244689,342369547,345431306,345431306,345431306
13086,4000000,1000000,0,11000000,1000000,2000000,131000000,343784018,346496304,343784018,345431306,345431306,345431306
13055,5000000,1000000,0,12000000,1000000,3000000,132000000,343381202,346496304,343381202,345431306,345431306,345431306
292,22000000,3000000,3000000,0,1000000,4000000,10000000,344250746,344250746,344250746,345112289,345112289,345112289
14832,0,1000000,0,7000000,1000000,2000000,133000000,346496304,346496304,346496304,345431306,345431306,345431306
14820,1000000,1000000,0,8000000,1000000,2000000,134000000,346446314,346496304,346446314,345431306,345431306,345431306
11870,2000000,1000000,0,9000000,0,7000000,135000000,345790705,346244689,345790705,345431306,345431306,345431306
10298,3000000,1000000,0,10000000,0,22000000,136000000,342369547,346244689,342369547,345431306,345431306,345431306
10281,4000000,1000000,0,11000000,0,23000000,137000000,342487651,346244689,342487651,345431306,345431306,345431306
10287,5000000,1000000,0,12000000,0,24000000,138000000,342332081,346244689,342332081,345431306,345431306,345431306
11873,0,1000000,0,7000000,0,8000000,139000000,345833255,346244689,345833255,345431306,345431306,345431306
11890,1000000,1000000,0,8000000,0,4000000,140000000,346244689,346244689,346244689,345431306,345431306,345431306
14807,2000000,1000000,0,9000000,1000000,1000000,141000000,341501413,346496304,341501413,345431306,345431306,345431306
10311,3000000,1000000,0,10000000,0,27000000,142000000,342369547,346244689,342369547,345431306,345431306,345431306
10293,4000000,1000000,0,11000000,0,28000000,143000000,342487651,346244689,342487651,345431306,345431306,345431306
13078,5000000,1000000,0,12000000,1000000,2000000,144000000,343381202,346605764,343381202,345431306,345431306,345431306
291,82000000,6000000,3000000,0,1000000,16000000,20000000,342752869,342852762,344250746,342032576,342032576,342032576
11885,0,1000000,0,7000000,0,9000000,145000000,345833255,346244689,345833255,345431306,345431306,345431306
11902,1000000,1000000,0,8000000,0,5000000,146000000,346244689,346244689,346244689,345431306,345431306,345431306
14819,2000000,1000000,0,9000000,1000000,2000000,147000000,346605764,346605764,346605764,345431306,345431306,345431306
13103,3000000,1000000,0,10000000,1000000,4000000,148000000,343419736,346605764,343419736,345431306,345431306,345431306
10305,4000000,1000000,0,11000000,0,31000000,149000000,342487651,346244689,342487651,345431306,345431306,345431306
