Packet ID,Source Address,Hop Count,New Addresses Seen,Port,Protocol,flow_window_packet_count,prefix_window_packet_count
16,0,1000000,0,7000000,1000000,16000000,47000000
16,1000000,1000000,0,8000000,1000000,16000000,48000000
17,2000000,1000000,0,9000000,1000000,17000000,49000000
10,104000000,7000000,3000000,0,1000000,10000000,30000000
17,0,1000000,0,7000000,1000000,17000000,50000000
17,1000000,1000000,0,8000000,1000000,17000000,51000000
11,24000000,3000000,3000000,0,1000000,11000000,33000000
18,2000000,1000000,0,9000000,1000000,18000000,52000000
18,0,1000000,0,7000000,1000000,18000000,53000000
18,1000000,1000000,0,8000000,1000000,18000000,54000000
19,2000000,1000000,0,9000000,1000000,19000000,55000000
19,0,1000000,0,7000000,1000000,19000000,56000000
19,1000000,1000000,0,8000000,1000000,19000000,57000000
20,2000000,1000000,0,9000000,1000000,20000000,58000000
20,0,1000000,0,7000000,1000000,20000000,59000000
20,1000000,1000000,0,8000000,1000000,20000000,60000000
21,2000000,1000000,0,9000000,1000000,21000000,61000000
21,0,1000000,0,7000000,1000000,21000000,62000000
21,1000000,1000000,0,8000000,1000000,21000000,63000000
22,2000000,1000000,0,9000000,1000000,22000000,64000000
22,0,1000000,0,7000000,1000000,22000000,65000000
22,1000000,1000000,0,8000000,1000000,22000000,66000000
23,2000000,1000000,0,9000000,1000000,23000000,67000000
23,0,1000000,0,7000000,1000000,23000000,68000000
23,1000000,1000000,0,8000000,1000000,23000000,69000000
24,2000000,1000000,0,9000000,1000000,24000000,70000000
24,0,1000000,0,7000000,1000000,24000000,71000000
24,1000000,1000000,0,8000000,1000000,24000000,72000000
25,2000000,1000000,0,9000000,1000000,25000000,73000000
25,0,1000000,0,7000000,1000000,25000000,74000000
25,1000000,1000000,0,8000000,1000000,25000000,75000000
26,2000000,1000000,0,9000000,1000000,26000000,76000000
11,43000000,4000000,3000000,0,1000000,11000000,31000000
26,0,1000000,0,7000000,1000000,26000000,77000000
26,1000000,1000000,0,8000000,1000000,26000000,78000000
27,2000000,1000000,0,9000000,1000000,27000000,79000000
27,0,1000000,0,7000000,1000000,27000000,80000000
27,1000000,1000000,0,8000000,1000000,27000000,81000000
28,2000000,1000000,0,9000000,1000000,28000000,82000000
28,0,1000000,0,7000000,1000000,28000000,83000000
28,1000000,1000000,0,8000000,1000000,28000000,84000000
29,2000000,1000000,0,9000000,1000000,29000000,85000000
11,42000000,4000000,3000000,0,1000000,11000000,32000000
29,0,1000000,0,7000000,1000000,29000000,86000000
29,1000000,1000000,0,8000000,1000000,29000000,87000000
30,2000000,1000000,0,9000000,1000000,30000000,88000000
11,84000000,6000000,3000000,0,1000000,11000000,31000000
30,0,1000000,0,7000000,1000000,30000000,89000000
30,1000000,1000000,0,8000000,1000000,30000000,90000000
11,103000000,7000000,3000000,0,1000000,11000000,31000000
31,2000000,1000000,0,9000000,1000000,31000000,91000000
11,44000000,4000000,3000000,0,1000000,11000000,33000000
31,0,1000000,0,7000000,1000000,31000000,92000000
31,1000000,1000000,0,8000000,1000000,31000000,93000000
32,2000000,1000000,0,9000000,1000000,32000000,94000000
32,0,1000000,0,7000000,1000000,32000000,95000000
32,1000000,1000000,0,8000000,1000000,32000000,96000000
33,2000000,1000000,0,9000000,1000000,33000000,97000000
33,0,1000000,0,7000000,1000000,33000000,98000000
33,1000000,1000000,0,8000000,1000000,33000000,99000000
34,2000000,1000000,0,9000000,1000000,34000000,100000000
34,0,1000000,0,7000000,1000000,34000000,101000000
34,1000000,1000000,0,8000000,1000000,34000000,102000000
35,2000000,1000000,0,9000000,1000000,35000000,103000000
35,0,1000000,0,7000000,1000000,35000000,104000000
35,1000000,1000000,0,8000000,1000000,35000000,105000000
36,2000000,1000000,0,9000000,1000000,36000000,106000000
11,62000000,5000000,3000000,0,1000000,21000000,31000000
36,0,1000000,0,7000000,1000000,36000000,107000000
36,1000000,1000000,0,8000000,1000000,36000000,108000000
11,82000000,6000000,3000000,0,1000000,21000000,32000000
37,2000000,1000000,0,9000000,1000000,37000000,109000000
11,63000000,5000000,3000000,0,1000000,22000000,32000000
11,64000000,5000000,3000000,0,1000000,11000000,33000000
37,0,1000000,0,7000000,1000000,37000000,110000000
37,1000000,1000000,0,8000000,1000000,37000000,111000000
38,2000000,1000000,0,9000000,1000000,38000000,112000000
38,0,1000000,0,7000000,1000000,38000000,113000000
38,1000000,1000000,0,8000000,1000000,38000000,114000000
39,2000000,1000000,0,9000000,1000000,39000000,115000000
39,0,1000000,0,7000000,1000000,39000000,116000000
39,1000000,1000000,0,8000000,1000000,39000000,117000000
40,2000000,1000000,0,9000000,1000000,40000000,118000000
40,0,1000000,0,7000000,1000000,40000000,119000000
40,1000000,1000000,0,8000000,1000000,40000000,120000000
41,2000000,1000000,0,9000000,1000000,41000000,121000000
41,0,1000000,0,7000000,1000000,41000000,122000000
41,1000000,1000000,0,8000000,1000000,41000000,123000000
42,2000000,1000000,0,9000000,1000000,42000000,124000000
42,0,1000000,0,7000000,1000000,42000000,125000000
42,1000000,1000000,0,8000000,1000000,42000000,126000000
43,2000000,1000000,0,9000000,1000000,43000000,127000000
43,0,1000000,0,7000000,1000000,43000000,128000000
43,1000000,1000000,0,8000000,1000000,43000000,129000000
44,2000000,1000000,0,9000000,1000000,44000000,130000000
44,0,1000000,0,7000000,1000000,44000000,131000000
44,1000000,1000000,0,8000000,1000000,44000000,132000000
45,2000000,1000000,0,9000000,1000000,45000000,133000000
45,0,1000000,0,7000000,1000000,45000000,134000000
45,1000000,1000000,0,8000000,1000000,45000000,135000000
46,2000000,1000000,0,9000000,1000000,46000000,136000000
12,23000000,3000000,3000000,0,1000000,12000000,34000000
46,0,1000000,0,7000000,1000000,46000000,137000000
46,1000000,1000000,0,8000000,1000000,46000000,138000000
47,2000000,1000000,0,9000000,1000000,47000000,139000000
47,0,1000000,0,7000000,1000000,47000000,140000000
47,1000000,1000000,0,8000000,1000000,47000000,141000000
48,2000000,1000000,0,9000000,1000000,48000000,142000000
48,0,1000000,0,7000000,1000000,48000000,143000000
48,1000000,1000000,0,8000000,1000000,48000000,144000000
49,2000000,1000000,0,9000000,1000000,49000000,145000000
49,0,1000000,0,7000000,1000000,49000000,146000000
49,1000000,1000000,0,8000000,1000000,49000000,147000000
50,2000000,1000000,0,9000000,1000000,50000000,148000000
50,0,1000000,0,7000000,1000000,50000000,149000000
50,1000000,1000000,0,8000000,1000000,50000000,150000000
51,2000000,1000000,0,9000000,1000000,51000000,151000000
11,83000000,6000000,3000000,0,1000000,22000000,33000000
51,0,1000000,0,7000000,1000000,51000000,152000000
51,1000000,1000000,0,8000000,1000000,51000000,153000000
52,2000000,1000000,0,9000000,1000000,52000000,154000000
52,0,1000000,0,7000000,1000000,52000000,155000000
52,1000000,1000000,0,8000000,1000000,52000000,156000000
53,2000000,1000000,0,9000000,1000000,53000000,157000000
53,0,1000000,0,7000000,1000000,53000000,158000000
53,1000000,1000000,0,8000000,1000000,53000000,159000000
12,22000000,3000000,3000000,0,1000000,12000000,35000000
54,2000000,1000000,0,9000000,1000000,54000000,160000000
54,0,1000000,0,7000000,1000000,54000000,161000000
54,1000000,1000000,0,8000000,1000000,54000000,162000000
55,2000000,1000000,0,9000000,1000000,55000000,163000000
55,0,1000000,0,7000000,1000000,55000000,164000000
55,1000000,1000000,0,8000000,1000000,55000000,165000000
56,2000000,1000000,0,9000000,1000000,56000000,166000000
56,0,1000000,0,7000000,1000000,56000000,167000000
56,1000000,1000000,0,8000000,1000000,56000000,168000000
57,2000000,1000000,0,9000000,1000000,57000000,169000000
57,0,1000000,0,7000000,1000000,57000000,170000000
57,1000000,1000000,0,8000000,1000000,57000000,171000000
58,2000000,1000000,0,9000000,1000000,58000000,172000000
58,0,1000000,0,7000000,1000000,58000000,173000000
58,1000000,1000000,0,8000000,1000000,58000000,174000000
59,2000000,1000000,0,9000000,1000000,59000000,175000000
59,0,1000000,0,7000000,1000000,59000000,176000000
59,1000000,1000000,0,8000000,1000000,59000000,177000000
60,2000000,1000000,0,9000000,1000000,60000000,178000000
60,0,1000000,0,7000000,1000000,60000000,179000000
60,1000000,1000000,0,8000000,1000000,60000000,180000000
61,2000000,1000000,0,9000000,1000000,61000000,181000000
61,0,1000000,0,7000000,1000000,61000000,182000000
61,1000000,1000000,0,8000000,1000000,61000000,183000000
62,2000000,1000000,0,9000000,1000000,62000000,184000000
62,0,1000000,0,7000000,1000000,62000000,185000000
62,1000000,1000000,0,8000000,1000000,62000000,186000000
63,2000000,1000000,0,9000000,1000000,63000000,187000000
63,0,1000000,0,7000000,1000000,63000000,188000000
63,1000000,1000000,0,8000000,1000000,63000000,189000000
64,2000000,1000000,0,9000000,1000000,64000000,190000000
64,0,1000000,0,7000000,1000000,64000000,191000000
64,1000000,1000000,0,8000000,1000000,64000000,192000000
65,2000000,1000000,0,9000000,1000000,65000000,193000000
65,0,1000000,0,7000000,1000000,65000000,194000000
65,1000000,1000000,0,8000000,1000000,65000000,195000000
66,2000000,1000000,0,9000000,1000000,66000000,196000000
66,0,1000000,0,7000000,1000000,66000000,197000000
66,1000000,1000000,0,8000000,1000000,66000000,198000000
11,102000000,7000000,3000000,0,1000000,11000000,32000000
67,2000000,1000000,0,9000000,1000000,67000000,199000000
67,0,1000000,0,7000000,1000000,67000000,200000000
67,1000000,1000000,0,8000000,1000000,67000000,201000000
68,2000000,1000000,0,9000000,1000000,68000000,202000000
68,0,1000000,0,7000000,1000000,68000000,203000000
68,1000000,1000000,0,8000000,1000000,68000000,204000000
69,2000000,1000000,0,9000000,1000000,69000000,205000000
69,0,1000000,0,7000000,1000000,69000000,206000000
69,1000000,1000000,0,8000000,1000000,69000000,207000000
70,2000000,1000000,0,9000000,1000000,70000000,208000000
12,24000000,3000000,3000000,0,1000000,12000000,36000000
70,0,1000000,0,7000000,1000000,70000000,209000000
70,1000000,1000000,0,8000000,1000000,70000000,210000000
11,104000000,7000000,3000000,0,1000000,11000000,33000000
71,2000000,1000000,0,9000000,1000000,71000000,211000000
71,0,1000000,0,7000000,1000000,71000000,212000000
71,1000000,1000000,0,8000000,1000000,71000000,213000000
72,2000000,1000000,0,9000000,1000000,72000000,214000000
72,0,1000000,0,7000000,1000000,72000000,215000000
72,1000000,1000000,0,8000000,1000000,72000000,216000000
73,2000000,1000000,0,9000000,1000000,73000000,217000000
73,0,1000000,0,7000000,1000000,73000000,218000000
73,1000000,1000000,0,8000000,1000000,73000000,219000000
74,2000000,1000000,0,9000000,1000000,74000000,220000000
74,0,1000000,0,7000000,1000000,74000000,221000000
74,1000000,1000000,0,8000000,1000000,74000000,222000000
75,2000000,1000000,0,9000000,1000000,75000000,223000000
75,0,1000000,0,7000000,1000000,75000000,224000000
75,1000000,1000000,0,8000000,1000000,75000000,225000000
76,2000000,1000000,0,9000000,1000000,76000000,226000000
76,0,1000000,0,7000000,1000000,76000000,227000000
76,1000000,1000000,0,8000000,1000000,76000000,228000000
77,2000000,1000000,0,9000000,1000000,77000000,229000000
77,0,1000000,0,7000000,1000000,77000000,230000000
77,1000000,1000000,0,8000000,1000000,77000000,231000000
78,2000000,1000000,0,9000000,1000000,78000000,232000000
78,0,1000000,0,7000000,1000000,78000000,233000000
78,1000000,1000000,0,8000000,1000000,78000000,234000000
79,2000000,1000000,0,9000000,1000000,79000000,235000000
12,43000000,4000000,3000000,0,1000000,12000000,34000000
79,0,1000000,0,7000000,1000000,79000000,236000000
79,1000000,1000000,0,8000000,1000000,79000000,237000000
80,2000000,1000000,0,9000000,1000000,80000000,238000000
80,0,1000000,0,7000000,1000000,80000000,239000000
80,1000000,1000000,0,8000000,1000000,80000000,240000000
81,2000000,1000000,0,9000000,1000000,81000000,241000000
81,0,1000000,0,7000000,1000000,81000000,242000000
81,1000000,1000000,0,8000000,1000000,81000000,243000000
12,84000000,6000000,3000000,0,1000000,12000000,34000000
12,42000000,4000000,3000000,0,1000000,12000000,35000000
82,2000000,1000000,0,9000000,1000000,82000000,244000000
82,0,1000000,0,7000000,1000000,82000000,245000000
82,1000000,1000000,0,8000000,1000000,82000000,246000000
12,103000000,7000000,3000000,0,1000000,12000000,34000000
83,2000000,1000000,0,9000000,1000000,83000000,247000000
83,1000000,1000000,0,8000000,1000000,83000000,248000000
83,0,1000000,0,7000000,1000000,83000000,249000000
84,2000000,1000000,0,9000000,1000000,84000000,250000000
84,0,1000000,0,7000000,1000000,84000000,251000000
84,1000000,1000000,0,8000000,1000000,84000000,252000000
85,2000000,1000000,0,9000000,1000000,85000000,253000000
12,44000000,4000000,3000000,0,1000000,12000000,36000000
85,1000000,1000000,0,8000000,1000000,85000000,254000000
85,0,1000000,0,7000000,1000000,85000000,255000000
86,2000000,1000000,0,9000000,1000000,86000000,256000000
86,1000000,1000000,0,8000000,1000000,86000000,257000000
86,0,1000000,0,7000000,1000000,86000000,258000000
87,2000000,1000000,0,9000000,1000000,87000000,259000000
87,1000000,1000000,0,8000000,1000000,87000000,260000000
87,0,1000000,0,7000000,1000000,87000000,261000000
88,2000000,1000000,0,9000000,1000000,88000000,262000000
88,1000000,1000000,0,8000000,1000000,88000000,263000000
88,0,1000000,0,7000000,1000000,88000000,264000000
89,2000000,1000000,0,9000000,1000000,89000000,265000000
12,64000000,5000000,3000000,0,1000000,12000000,34000000
89,1000000,1000000,0,8000000,1000000,89000000,266000000
89,0,1000000,0,7000000,1000000,89000000,267000000
90,2000000,1000000,0,9000000,1000000,90000000,268000000
90,1000000,1000000,0,8000000,1000000,90000000,269000000
90,0,1000000,0,7000000,1000000,90000000,270000000
91,2000000,1000000,0,9000000,1000000,91000000,271000000
91,1000000,1000000,0,8000000,1000000,91000000,272000000
91,0,1000000,0,7000000,1000000,91000000,273000000
12,82000000,6000000,3000000,0,1000000,23000000,35000000
12,62000000,5000000,3000000,0,1000000,23000000,35000000
12,63000000,5000000,3000000,0,1000000,24000000,36000000
92,2000000,1000000,0,9000000,1000000,92000000,274000000
92,1000000,1000000,0,8000000,1000000,92000000,275000000
92,0,1000000,0,7000000,1000000,92000000,276000000
93,2000000,1000000,0,9000000,1000000,93000000,277000000
93,1000000,1000000,0,8000000,1000000,93000000,278000000
93,0,1000000,0,7000000,1000000,93000000,279000000
94,2000000,1000000,0,9000000,1000000,94000000,280000000
94,1000000,1000000,0,8000000,1000000,94000000,281000000
94,0,1000000,0,7000000,1000000,94000000,282000000
95,2000000,1000000,0,9000000,1000000,95000000,283000000
95,0,1000000,0,7000000,1000000,95000000,284000000
95,1000000,1000000,0,8000000,1000000,95000000,285000000
96,2000000,1000000,0,9000000,1000000,96000000,286000000
96,1000000,1000000,0,8000000,1000000,96000000,287000000
96,0,1000000,0,7000000,1000000,96000000,288000000
97,2000000,1000000,0,9000000,1000000,97000000,289000000
97,1000000,1000000,0,8000000,1000000,97000000,290000000
97,0,1000000,0,7000000,1000000,97000000,291000000
98,2000000,1000000,0,9000000,1000000,98000000,292000000
98,1000000,1000000,0,8000000,1000000,98000000,293000000
98,0,1000000,0,7000000,1000000,98000000,294000000
99,2000000,1000000,0,9000000,1000000,99000000,295000000
13,23000000,3000000,3000000,0,1000000,13000000,37000000
99,1000000,1000000,0,8000000,1000000,99000000,296000000
99,0,1000000,0,7000000,1000000,99000000,297000000
100,2000000,1000000,0,9000000,1000000,100000000,298000000
100,1000000,1000000,0,8000000,1000000,100000000,299000000
100,0,1000000,0,7000000,1000000,100000000,300000000
101,2000000,1000000,0,9000000,1000000,101000000,301000000
101,1000000,1000000,0,8000000,1000000,101000000,302000000
101,0,1000000,0,7000000,1000000,101000000,303000000
102,2000000,1000000,0,9000000,1000000,102000000,304000000
102,1000000,1000000,0,8000000,1000000,102000000,305000000
102,0,1000000,0,7000000,1000000,102000000,306000000
103,2000000,1000000,0,9000000,1000000,103000000,307000000
103,1000000,1000000,0,8000000,1000000,103000000,308000000
103,0,1000000,0,7000000,1000000,103000000,309000000
104,2000000,1000000,0,9000000,1000000,104000000,310000000
12,83000000,6000000,3000000,0,1000000,24000000,36000000
104,1000000,1000000,0,8000000,1000000,104000000,311000000
104,0,1000000,0,7000000,1000000,104000000,312000000
105,2000000,1000000,0,9000000,1000000,105000000,313000000
105,1000000,1000000,0,8000000,1000000,105000000,314000000
105,0,1000000,0,7000000,1000000,105000000,315000000
106,2000000,1000000,0,9000000,1000000,106000000,316000000
106,1000000,1000000,0,8000000,1000000,106000000,317000000
106,0,1000000,0,7000000,1000000,106000000,318000000
107,2000000,1000000,0,9000000,1000000,107000000,319000000
107,1000000,1000000,0,8000000,1000000,107000000,320000000
107,0,1000000,0,7000000,1000000,107000000,321000000
108,2000000,1000000,0,9000000,1000000,108000000,322000000
