Packet ID,Source Address,Flow Inter Packet Times 1,Flow Inter Packet Times 2,Flow Inter Packet Times 3,Prefix Inter Packet Times 1,Prefix Inter Packet Times 2,Prefix Inter Packet Times 3,Hop Count,New Addresses Seen,Port
529,3000000,49879,6373,49879,6373,6373,6373,1000000,0,10000000
539,4000000,52112,9396,52112,9396,9396,9396,1000000,0,11000000
538,5000000,46069,440,46069,440,440,440,1000000,0,12000000
47,83000000,188426,46576,97062,46576,46576,46576,6000000,3000000,0
1926,0,49314,19593,49314,19593,19593,19593,1000000,0,7000000
1902,1000000,51627,9429,51627,9429,9429,9429,1000000,0,8000000
1900,2000000,45658,427,45658,427,427,427,1000000,0,9000000
540,3000000,46108,6823,46108,6823,6823,6823,1000000,0,10000000
550,4000000,43137,6425,43137,6425,6425,6425,1000000,0,11000000
549,5000000,48997,6300,48997,6300,6300,6300,1000000,0,12000000
48,22000000,2112341,389385,240090,389385,389385,389385,3000000,3000000,0
1937,0,46613,17209,46613,17209,17209,17209,1000000,0,7000000
1913,1000000,43594,6410,43594,6410,6410,6410,1000000,0,8000000
1910,2000000,49667,6500,49667,6500,6500,6500,1000000,0,9000000
551,3000000,52473,9629,52473,9629,9629,9629,1000000,0,10000000
562,4000000,46397,349,46397,349,349,349,1000000,0,11000000
560,5000000,47281,7184,47281,7184,7184,7184,1000000,0,12000000
47,102000000,2623679,987769,44150,987769,987769,987769,7000000,3000000,0
1948,0,52242,22170,52242,22170,22170,22170,1000000,0,7000000
1926,1000000,46297,465,46297,465,465,465,1000000,0,8000000
1921,2000000,46819,7022,46819,7022,7022,7022,1000000,0,9000000
562,3000000,43644,6454,43644,6454,6454,6454,1000000,0,10000000
573,4000000,49756,6461,49756,6461,6461,6461,1000000,0,11000000
572,5000000,52277,9705,52277,9705,9705,9705,1000000,0,12000000
48,43000000,239065,239065,142003,239065,239065,239065,4000000,3000000,0
1959,0,43576,13469,43576,13469,13469,13469,1000000,0,7000000
1936,1000000,49530,6419,49530,6419,6419,6419,1000000,0,8000000
1932,2000000,51934,9426,51934,9426,9426,9426,1000000,0,9000000
574,3000000,46336,856,46336,856,856,856,1000000,0,10000000
583,4000000,47816,7941,47816,7941,7941,7941,1000000,0,11000000
582,5000000,44633,6522,44633,6522,6522,6522,1000000,0,12000000
48,84000000,239469,192893,239469,192893,192893,192893,6000000,3000000,0
1971,0,48264,17100,48264,17100,17100,17100,1000000,0,7000000
1946,1000000,49040,7195,49040,7195,7195,7195,1000000,0,8000000
1943,2000000,46184,6570,46184,6570,6570,6570,1000000,0,9000000
584,3000000,51959,6631,51959,6631,6631,6631,1000000,0,10000000
595,4000000,54013,9995,54013,9995,9995,9995,1000000,0,11000000
594,5000000,47950,459,47950,459,459,459,1000000,0,12000000
48,82000000,672395,49574,146653,49574,49574,49574,6000000,3000000,0
1981,0,52477,21627,52477,21627,21627,21627,1000000,0,7000000
1958,1000000,55055,9773,55055,9773,9773,9773,1000000,0,8000000
1955,2000000,48916,431,48916,431,431,431,1000000,0,9000000
595,3000000,49741,7456,49741,7456,7456,7456,1000000,0,10000000
606,4000000,46077,6331,46077,6331,6331,6331,1000000,0,11000000
604,5000000,52193,6575,52193,6575,6575,6575,1000000,0,12000000
49,42000000,681340,154555,54091,154555,154555,154555,4000000,3000000,0
1992,0,48648,18082,48648,18082,18082,18082,1000000,0,7000000
1969,1000000,44910,6035,44910,6035,6035,6035,1000000,0,8000000
1966,2000000,51015,6536,51015,6536,6536,6536,1000000,0,9000000
607,3000000,53320,9761,53320,9761,9761,9761,1000000,0,10000000
618,4000000,47512,523,47512,523,523,523,1000000,0,11000000
614,5000000,48273,7336,48273,7336,7336,7336,1000000,0,12000000
49,24000000,678802,289417,148188,289417,289417,289417,3000000,3000000,0
2004,0,52708,22517,52708,22517,22517,22517,1000000,0,7000000
1981,1000000,47349,676,47349,676,676,676,1000000,0,8000000
1976,2000000,47405,6592,47405,6592,6592,6592,1000000,0,9000000
618,3000000,44116,6472,44116,6472,6472,6472,1000000,0,10000000
628,4000000,50037,6444,50037,6444,6444,6444,1000000,0,11000000
626,5000000,52398,9697,52398,9697,9697,9697,1000000,0,12000000
49,44000000,675598,91214,46691,91214,91214,91214,4000000,3000000,0
2015,0,44144,14263,44144,14263,14263,14263,1000000,0,7000000
1991,1000000,49614,6146,49614,6146,6146,6146,1000000,0,8000000
1988,2000000,52641,9619,52641,9619,9619,9619,1000000,0,9000000
630,3000000,46557,388,46557,388,388,388,1000000,0,10000000
639,4000000,47163,7050,47163,7050,7050,7050,1000000,0,11000000
637,5000000,43876,6410,43876,6410,6410,6410,1000000,0,12000000
50,23000000,2781553,96333,295411,96333,96333,96333,3000000,3000000,0
2027,0,46220,16607,46220,16607,16607,16607,1000000,0,7000000
2001,1000000,48386,8312,48386,8312,8312,8312,1000000,0,8000000
1999,2000000,44957,6190,44957,6190,6190,6190,1000000,0,9000000
640,3000000,51164,6595,51164,6595,6595,6595,1000000,0,10000000
650,4000000,53858,9744,53858,9744,9744,9744,1000000,0,11000000
649,5000000,47954,506,47954,506,506,506,1000000,0,12000000
49,63000000,243581,630000,48634,630000,630000,630000,5000000,3000000,0
2037,0,51480,20133,51480,20133,20133,20133,1000000,0,7000000
2013,1000000,52856,9688,52856,9688,9688,9688,1000000,0,8000000
2011,2000000,47012,346,47012,346,346,346,1000000,0,9000000
651,3000000,48372,7955,48372,7955,7955,7955,1000000,0,10000000
661,4000000,44647,6019,44647,6019,6019,6019,1000000,0,11000000
659,5000000,50634,6493,50634,6493,6493,6493,1000000,0,12000000
50,42000000,242827,151613,242827,151613,151613,151613,4000000,3000000,0
2048,0,47385,16884,47385,16884,16884,16884,1000000,0,7000000
2024,1000000,44134,6437,44134,6437,6437,6437,1000000,0,8000000
2022,2000000,50149,6361,50149,6361,6361,6361,1000000,0,9000000
662,3000000,51529,9335,51529,9335,9335,9335,1000000,0,10000000
674,4000000,46100,590,46100,590,590,590,1000000,0,11000000
670,5000000,46676,7069,46676,7069,7069,7069,1000000,0,12000000
50,24000000,241698,145365,195007,145365,145365,145365,3000000,3000000,0
2060,0,52794,23002,52794,23002,23002,23002,1000000,0,7000000
2037,1000000,47595,1238,47595,1238,1238,1238,1000000,0,8000000
2032,2000000,48056,6822,48056,6822,6822,6822,1000000,0,9000000
672,3000000,45149,6428,45149,6428,6428,6428,1000000,0,10000000
684,4000000,51268,6709,51268,6709,6709,6709,1000000,0,11000000
682,5000000,55426,11227,55426,11227,11227,11227,1000000,0,12000000
50,44000000,243917,92304,48910,92304,92304,92304,4000000,3000000,0
2070,0,50180,17756,50180,17756,17756,17756,1000000,0,7000000
2047,1000000,57741,8799,57741,8799,8799,8799,1000000,0,8000000
2044,2000000,61308,10389,61308,10389,10389,10389,1000000,0,9000000
683,3000000,55825,945,55825,945,945,945,1000000,0,10000000
694,4000000,56530,7414,56530,7414,7414,7414,1000000,0,11000000
692,5000000,51869,6566,51869,6566,6566,6566,1000000,0,12000000
51,23000000,252587,107222,203953,107222,107222,107222,3000000,3000000,0
2082,0,52229,18116,52229,18116,18116,18116,1000000,0,7000000
2057,1000000,51156,7726,51156,7726,7726,7726,1000000,0,8000000
2054,2000000,47079,6312,47079,6312,6312,6312,1000000,0,9000000
693,3000000,52587,6453,52587,6453,6453,6453,1000000,0,10000000
706,4000000,55001,9828,55001,9828,9828,9828,1000000,0,11000000
704,5000000,48894,459,48894,459,459,459,1000000,0,12000000
50,62000000,740797,254749,201412,254749,254749,254749,5000000,3000000,0
2092,0,53042,22264,53042,22264,22264,22264,1000000,0,7000000
2069,1000000,55199,9883,55199,9883,9883,9883,1000000,0,8000000
2067,2000000,50163,1276,50163,1276,1276,1276,1000000,0,9000000
704,3000000,50452,6742,50452,6742,6742,6742,1000000,0,10000000
716,4000000,47155,6531,47155,6531,6531,6531,1000000,0,11000000
715,5000000,53185,6489,53185,6489,6489,6489,1000000,0,12000000
50,64000000,939035,54286,163394,54286,54286,54286,5000000,3000000,0
2103,0,48625,17704,48625,17704,17704,17704,1000000,0,7000000
2079,1000000,45112,6370,45112,6370,6370,6370,1000000,0,8000000
2077,2000000,50446,6610,50446,6610,6610,6610,1000000,0,9000000
715,3000000,53347,9643,53347,9643,9643,9643,1000000,0,10000000
729,4000000,47267,451,47267,451,451,451,1000000,0,11000000
725,5000000,47912,7134,47912,7134,7134,7134,1000000,0,12000000
51,24000000,257259,150037,44955,150037,150037,150037,3000000,3000000,0
2115,0,52577,22369,52577,22369,22369,22369,1000000,0,7000000
2092,1000000,46579,372,46579,372,372,372,1000000,0,8000000
2088,2000000,47130,7161,47130,7161,7161,7161,1000000,0,9000000
725,3000000,43899,6412,43899,6412,6412,6412,1000000,0,10000000
739,4000000,49748,6300,49748,6300,6300,6300,1000000,0,11000000
737,5000000,52445,9831,52445,9831,9831,9831,1000000,0,12000000
51,84000000,693479,643905,46334,643905,643905,643905,6000000,3000000,0
2125,0,44388,14312,44388,14312,14312,14312,1000000,0,7000000
2101,1000000,50446,6430,50446,6430,6430,6430,1000000,0,8000000
2099,2000000,52658,9373,52658,9373,9373,9373,1000000,0,9000000
737,3000000,46919,673,46919,673,673,673,1000000,0,10000000
749,4000000,47401,6782,47401,6782,6782,6782,1000000,0,11000000
748,5000000,43991,6421,43991,6421,6421,6421,1000000,0,12000000
52,23000000,246283,96246,246283,96246,96246,96246,3000000,4000000,0
2138,0,46391,16712,46391,16712,16712,16712,1000000,0,7000000
2112,1000000,46753,6792,46753,6792,6792,6792,1000000,0,8000000
2109,2000000,43783,6403,43783,6403,6403,6403,1000000,0,9000000
747,3000000,49536,6426,49536,6426,6426,6426,1000000,0,10000000
761,4000000,52537,9783,52537,9783,9783,9783,1000000,0,11000000
761,5000000,46635,519,46635,519,519,519,1000000,0,12000000
51,62000000,243402,189116,243402,189116,189116,189116,5000000,3000000,0
2148,0,50458,20535,50458,20535,20535,20535,1000000,0,7000000
2123,1000000,53323,9657,53323,9657,9657,9657,1000000,0,8000000
2122,2000000,47477,557,47477,557,557,557,1000000,0,9000000
758,3000000,48476,7425,48476,7425,7425,7425,1000000,0,10000000
772,4000000,45176,6483,45176,6483,6483,6483,1000000,0,11000000
771,5000000,51241,6584,51241,6584,6584,6584,1000000,0,12000000
51,64000000,242669,53553,151380,53553,53553,53553,5000000,3000000,0
2159,0,48482,17776,48482,17776,17776,17776,1000000,0,7000000
2134,1000000,45099,6274,45099,6274,6274,6274,1000000,0,8000000
2132,2000000,51136,6594,51136,6594,6594,6594,1000000,0,9000000
770,3000000,53461,9750,53461,9750,9750,9750,1000000,0,10000000
784,4000000,47432,454,47432,454,454,454,1000000,0,11000000
782,5000000,48313,7465,48313,7465,7465,7465,1000000,0,12000000
52,43000000,940484,450798,146203,450798,450798,450798,4000000,3000000,0
2170,0,52718,22181,52718,22181,22181,22181,1000000,0,7000000
2144,1000000,46840,396,46840,396,396,396,1000000,0,8000000
2140,2000000,48039,7793,48039,7793,7793,7793,1000000,0,9000000
779,3000000,44709,6420,44709,6420,6420,6420,1000000,0,10000000
792,4000000,50585,6330,50585,6330,6330,6330,1000000,0,11000000
791,5000000,52978,9858,52978,9858,9858,9858,1000000,0,12000000
52,84000000,243804,243804,92424,243804,243804,243804,6000000,3000000,0
2177,0,44838,14041,44838,14041,14041,14041,1000000,0,7000000
2152,1000000,50891,6449,50891,6449,6449,6449,1000000,0,8000000
2150,2000000,52602,9504,52602,9504,9504,9504,1000000,0,9000000
789,3000000,46535,353,46535,353,353,353,1000000,0,10000000
801,4000000,47859,7654,47859,7654,7654,7654,1000000,0,11000000
800,5000000,44285,6284,44285,6284,6284,6284,1000000,0,12000000
53,23000000,243658,243658,97455,243658,243658,243658,3000000,1000000,0
2189,0,46976,16732,46976,16732,16732,16732,1000000,0,7000000
2163,1000000,47579,7052,47579,7052,7052,7052,1000000,0,8000000
2161,2000000,44606,6531,44606,6531,6531,6531,1000000,0,9000000
799,3000000,50960,6707,50960,6707,6707,6707,1000000,0,10000000
813,4000000,53230,9924,53230,9924,9924,9924,1000000,0,11000000
813,5000000,47522,576,47522,576,576,576,1000000,0,12000000
53,22000000,1176237,47959,243702,47959,47959,47959,3000000,2000000,0
2199,0,50795,20005,50795,20005,20005,20005,1000000,0,7000000
2175,1000000,53363,9620,53363,9620,9620,9620,1000000,0,8000000
2173,2000000,47318,486,47318,486,486,486,1000000,0,9000000
810,3000000,47588,6977,47588,6977,6977,6977,1000000,0,10000000
824,4000000,44201,6537,44201,6537,6537,6537,1000000,0,11000000
823,5000000,50153,6528,50153,6528,6528,6528,1000000,0,12000000
52,64000000,243089,243089,150665,243089,243089,243089,5000000,3000000,0
2210,0,47082,16934,47082,16934,16934,16934,1000000,0,7000000
2186,1000000,43885,6423,43885,6423,6423,6423,1000000,0,8000000
2183,2000000,49826,6427,49826,6427,6427,6427,1000000,0,9000000
821,3000000,52751,9902,52751,9902,9902,9902,1000000,0,10000000
836,4000000,46597,383,46597,383,383,383,1000000,0,11000000
834,5000000,46967,6898,46967,6898,6898,6898,1000000,0,12000000
53,43000000,242232,242232,144777,242232,242232,242232,4000000,3000000,0
2221,0,52825,22792,52825,22792,22792,22792,1000000,0,7000000
2198,1000000,47190,788,47190,788,788,788,1000000,0,8000000
2194,2000000,47852,7089,47852,7089,7089,7089,1000000,0,9000000
832,3000000,44358,6408,44358,6408,6408,6408,1000000,0,10000000
846,4000000,50408,6433,50408,6433,6433,6433,1000000,0,11000000
846,5000000,53076,9566,53076,9566,9566,9566,1000000,0,12000000
53,84000000,241364,241364,90699,241364,241364,241364,6000000,3000000,0
2233,0,44070,13786,44070,13786,13786,13786,1000000,0,7000000
2208,1000000,49766,6484,49766,6484,6484,6484,1000000,0,8000000
2205,2000000,52222,9545,52222,9545,9545,9545,1000000,0,9000000
845,3000000,46245,431,46245,431,431,431,1000000,0,10000000
857,4000000,47011,7199,47011,7199,7199,7199,1000000,0,11000000
857,5000000,43980,6535,43980,6535,6535,6535,1000000,0,12000000
52,103000000,2313642,1325873,96968,1325873,1325873,1325873,7000000,3000000,0
2245,0,46909,16715,46909,16715,16715,16715,1000000,0,7000000
2219,1000000,47404,6979,47404,6979,6979,6979,1000000,0,8000000
2216,2000000,44502,6643,44502,6643,6643,6643,1000000,0,9000000
855,3000000,50561,6490,50561,6490,6490,6490,1000000,0,10000000
868,4000000,53500,10138,53500,10138,10138,10138,1000000,0,11000000
869,5000000,47362,397,47362,397,397,397,1000000,0,12000000
53,62000000,485289,188647,241587,188647,188647,188647,5000000,3000000,0
2255,0,51162,20515,51162,20515,20515,20515,1000000,0,7000000
2230,1000000,54089,9906,54089,9906,9906,9906,1000000,0,8000000
2228,2000000,47994,548,47994,548,548,548,1000000,0,9000000
866,3000000,48700,7196,48700,7196,7196,7196,1000000,0,10000000
879,4000000,45148,6586,45148,6586,6586,6586,1000000,0,11000000
879,5000000,51169,6418,51169,6418,6418,6418,1000000,0,12000000
54,24000000,683249,295386,151747,295386,295386,295386,3000000,3000000,0
2266,0,47836,17182,47836,17182,17182,17182,1000000,0,7000000
2241,1000000,44410,6480,44410,6480,6480,6480,1000000,0,8000000
2238,2000000,50280,6418,50280,6418,6418,6418,1000000,0,9000000
877,3000000,52638,9554,52638,9554,9554,9554,1000000,0,10000000
891,4000000,46425,373,46425,373,373,373,1000000,0,11000000
890,5000000,47204,7197,47204,7197,7197,7197,1000000,0,12000000
54,43000000,242624,242624,145656,242624,242624,242624,4000000,3000000,0
2277,0,52610,22588,52610,22588,22588,22588,1000000,0,7000000
2253,1000000,46602,472,46602,472,472,472,1000000,0,8000000
2248,2000000,47089,6905,47089,6905,6905,6905,1000000,0,9000000
888,3000000,44184,6649,44184,6649,6649,6649,1000000,0,10000000
901,4000000,50784,6973,50784,6973,6973,6973,1000000,0,11000000
901,5000000,52732,9145,52732,9145,9145,9145,1000000,0,12000000
54,84000000,242523,242523,90776,242523,242523,242523,6000000,3000000,0
2288,0,44311,14167,44311,14167,14167,14167,1000000,0,7000000
2264,1000000,50319,6480,50319,6480,6480,6480,1000000,0,8000000
2260,2000000,53149,9735,53149,9735,9735,9735,1000000,0,9000000
900,3000000,46869,369,46869,369,369,369,1000000,0,10000000
912,4000000,46923,7027,46923,7027,7027,7027,1000000,0,11000000
912,5000000,44224,6446,44224,6446,6446,6446,1000000,0,12000000
54,104000000,3479735,242607,50231,242607,242607,242607,7000000,3000000,0
2300,0,46632,16575,46632,16575,16575,16575,1000000,0,7000000
2274,1000000,47376,7224,47376,7224,7224,7224,1000000,0,8000000
2271,2000000,44109,6468,44109,6468,6468,6468,1000000,0,9000000
910,3000000,50204,6464,50204,6464,6464,6464,1000000,0,10000000
923,4000000,53030,9853,53030,9853,9853,9853,1000000,0,11000000
924,5000000,47103,519,47103,519,519,519,1000000,0,12000000
55,42000000,1172066,144108,241963,144108,144108,144108,4000000,3000000,0
2310,0,50808,20280,50808,20280,20280,20280,1000000,0,7000000
2286,1000000,53300,9716,53300,9716,9716,9716,1000000,0,8000000
2282,2000000,47392,560,47392,560,560,560,1000000,0,9000000
920,3000000,48119,7191,48119,7191,7191,7191,1000000,0,10000000
934,4000000,44789,6523,44789,6523,6523,6523,1000000,0,11000000
934,5000000,50986,6716,50986,6716,6716,6716,1000000,0,12000000
55,24000000,242857,242857,101850,242857,242857,242857,3000000,3000000,0
2321,0,48397,17691,48397,17691,17691,17691,1000000,0,7000000
2297,1000000,45231,6550,45231,6550,6550,6550,1000000,0,8000000
2292,2000000,51371,6700,51371,6700,6700,6700,1000000,0,9000000
932,3000000,53817,9637,53817,9637,9637,9637,1000000,0,10000000
946,4000000,48122,828,48122,828,828,828,1000000,0,11000000
945,5000000,49241,7835,49241,7835,7835,7835,1000000,0,12000000
55,43000000,244462,100354,244462,100354,100354,100354,4000000,3000000,0
2332,0,54936,23386,54936,23386,23386,23386,1000000,0,7000000
2309,1000000,48814,428,48814,428,428,428,1000000,0,8000000
2303,2000000,49822,7708,49822,7708,7708,7708,1000000,0,9000000
943,3000000,46965,6780,46965,6780,6780,6780,1000000,0,10000000
956,4000000,52801,6664,52801,6664,6664,6664,1000000,0,11000000
956,5000000,54951,9985,54951,9985,9985,9985,1000000,0,12000000
56,23000000,680849,94647,48986,94647,94647,94647,3000000,3000000,0
2343,0,46990,15425,46990,15425,15425,15425,1000000,0,7000000
2319,1000000,53410,6848,53410,6848,6848,6848,1000000,0,8000000
2315,2000000,55603,9901,55603,9901,9901,9901,1000000,0,9000000
955,3000000,49251,428,49251,428,428,428,1000000,0,10000000
967,4000000,49826,7239,49826,7239,7239,7239,1000000,0,11000000
967,5000000,46363,6522,46363,6522,6522,6522,1000000,0,12000000
55,63000000,1427073,443633,52330,443633,443633,443633,5000000,3000000,0
2356,0,48194,17256,48194,17256,17256,17256,1000000,0,7000000
2330,1000000,48544,7198,48544,7198,7198,7198,1000000,0,8000000
2326,2000000,45084,6441,45084,6441,6441,6441,1000000,0,9000000
965,3000000,51112,6456,51112,6456,6456,6456,1000000,0,10000000
979,4000000,53555,9682,53555,9682,9682,9682,1000000,0,11000000
979,5000000,47588,555,47588,555,555,555,1000000,0,12000000
55,64000000,680404,48124,195101,48124,48124,48124,5000000,3000000,0
2366,0,50369,20037,50369,20037,20037,20037,1000000,0,7000000
2341,1000000,52717,9546,52717,9546,9546,9546,1000000,0,8000000
2338,2000000,46701,425,46701,425,425,425,1000000,0,9000000
975,3000000,47149,6904,47149,6904,6904,6904,1000000,0,10000000
990,4000000,43864,6397,43864,6397,6397,6397,1000000,0,11000000
988,5000000,49708,6399,49708,6399,6399,6399,1000000,0,12000000
56,24000000,247208,152561,52107,152561,152561,152561,3000000,3000000,0
2376,0,46796,17125,46796,17125,17125,17125,1000000,0,7000000
2352,1000000,43517,6267,43517,6267,6267,6267,1000000,0,8000000
2348,2000000,49502,6410,49502,6410,6410,6410,1000000,0,9000000
986,3000000,52269,9671,52269,9671,9671,9671,1000000,0,10000000
1001,4000000,46293,421,46293,421,421,421,1000000,0,11000000
999,5000000,46971,7077,46971,7077,7077,7077,1000000,0,12000000
56,44000000,1425238,245122,43575,245122,245122,245122,4000000,3000000,0
2388,0,51970,22124,51970,22124,22124,22124,1000000,0,7000000
2364,1000000,46006,303,46006,303,303,303,1000000,0,8000000
2359,2000000,46860,7264,46860,7264,7264,7264,1000000,0,9000000
997,3000000,43482,6293,43482,6293,6293,6293,1000000,0,10000000
1012,4000000,49471,6410,49471,6410,6410,6410,1000000,0,11000000
1010,5000000,51813,9419,51813,9419,9419,9419,1000000,0,12000000
56,83000000,633425,488850,189792,488850,488850,488850,6000000,3000000,0
2398,0,43436,13747,43436,13747,13747,13747,1000000,0,7000000
2374,1000000,49584,6451,49584,6451,6451,6451,1000000,0,8000000
2370,2000000,52044,9724,52044,9724,9724,9724,1000000,0,9000000
1009,3000000,46307,556,46307,556,556,556,1000000,0,10000000
1022,4000000,46946,7049,46946,7049,7049,7049,1000000,0,11000000
1020,5000000,43965,6438,43965,6438,6438,6438,1000000,0,12000000
57,22000000,925093,139642,441543,139642,139642,139642,3000000,3000000,0
2410,0,47115,16897,47115,16897,16897,16897,1000000,0,7000000
2385,1000000,48121,7457,48121,7457,7457,7457,1000000,0,8000000
2380,2000000,44805,6408,44805,6408,6408,6408,1000000,0,9000000
1019,3000000,50646,6397,50646,6397,6397,6397,1000000,0,10000000
1034,4000000,53242,9645,53242,9645,9645,9645,1000000,0,11000000
1033,5000000,47262,458,47262,458,458,458,1000000,0,12000000
2420,0,50365,20000,50365,20000,20000,20000,1000000,0,7000000
2395,1000000,52384,9476,52384,9476,9476,9476,1000000,0,8000000
2392,2000000,46355,379,46355,379,379,379,1000000,0,9000000
1030,3000000,47093,7135,47093,7135,7135,7135,1000000,0,10000000
1045,4000000,43847,6399,43847,6399,6399,6399,1000000,0,11000000
1043,5000000,49854,6465,49854,6465,6465,6465,1000000,0,12000000
57,43000000,441604,196482,150496,196482,196482,196482,4000000,3000000,0
2432,0,47475,17621,47475,17621,17621,17621,1000000,0,7000000
2407,1000000,44315,6316,44315,6316,6316,6316,1000000,0,8000000
2403,2000000,50347,6411,50347,6411,6411,6411,1000000,0,9000000
1042,3000000,52680,9468,52680,9468,9468,9468,1000000,0,10000000
1057,4000000,46674,393,46674,393,393,393,1000000,0,11000000
1055,5000000,47332,7123,47332,7123,7123,7123,1000000,0,12000000
57,84000000,683043,194193,240179,194193,194193,194193,6000000,3000000,0
2444,0,48879,19168,48879,19168,19168,19168,1000000,0,7000000
2419,1000000,52107,9544,52107,9544,9544,9544,1000000,0,8000000
2414,2000000,46305,609,46305,609,609,609,1000000,0,9000000
1053,3000000,43691,6854,43691,6854,6854,6854,1000000,0,10000000
1068,4000000,49721,6423,49721,6423,6423,6423,1000000,0,11000000
1067,5000000,49125,6527,49125,6527,6527,6527,1000000,0,12000000
58,22000000,193502,193502,193502,193502,193502,193502,3000000,3000000,0
2455,0,52378,22421,52378,22421,22421,22421,1000000,0,7000000
2429,1000000,43253,419,43253,419,419,419,1000000,0,8000000
2426,2000000,49620,6976,49620,6976,6976,6976,1000000,0,9000000
1065,3000000,49191,6425,49191,6425,6425,6425,1000000,0,10000000
1079,4000000,49193,6425,49193,6425,6425,6425,1000000,0,11000000
1078,5000000,49046,6380,49046,6380,6380,6380,1000000,0,12000000
57,64000000,434231,434231,98370,434231,434231,434231,5000000,3000000,0
2467,0,49174,22549,49174,22549,22549,22549,1000000,0,7000000
2440,1000000,49172,417,49172,417,417,417,1000000,0,8000000
2437,2000000,49403,7207,49403,7207,7207,7207,1000000,0,9000000
1075,3000000,49554,6576,49554,6576,6576,6576,1000000,0,10000000
1090,4000000,49641,6512,49641,6512,6512,6512,1000000,0,11000000
1089,5000000,51817,8556,51817,8556,8556,8556,1000000,0,12000000
58,24000000,434102,100958,51978,100958,100958,100958,3000000,3000000,0
2477,0,53134,23866,53134,23866,23866,23866,1000000,0,7000000
2452,1000000,53291,574,53291,574,574,574,1000000,0,8000000
2449,2000000,53020,6936,53020,6936,6936,6936,1000000,0,9000000
1086,3000000,53144,6700,53144,6700,6700,6700,1000000,0,10000000
1101,4000000,53111,6479,53111,6479,6479,6479,1000000,0,11000000
1098,5000000,51293,6738,51293,6738,6738,6738,1000000,0,12000000
58,44000000,442300,245818,51773,245818,245818,245818,4000000,3000000,0
2488,0,55940,28513,55940,28513,28513,28513,1000000,0,7000000
2462,1000000,56034,668,56034,668,668,668,1000000,0,8000000
2459,2000000,59427,10329,59427,10329,10329,10329,1000000,0,9000000
1097,3000000,60168,7441,60168,7441,7441,7441,1000000,0,10000000
1113,4000000,60197,6508,60197,6508,6508,6508,1000000,0,11000000
1109,5000000,59930,6471,59930,6471,6471,6471,1000000,0,12000000
58,82000000,645592,261607,212217,261607,261607,261607,6000000,3000000,0
2499,0,54244,22827,54244,22827,22827,22827,1000000,0,7000000
2475,1000000,54030,454,54030,454,454,454,1000000,0,8000000
2470,2000000,51051,7350,51051,7350,7350,7350,1000000,0,9000000
1108,3000000,50190,6580,50190,6580,6580,6580,1000000,0,10000000
1123,4000000,50065,6383,50065,6383,6383,6383,1000000,0,11000000
1120,5000000,50082,6488,50082,6488,6488,6488,1000000,0,12000000
59,22000000,262140,161182,49923,161182,161182,161182,3000000,3000000,0
2510,0,50023,22768,50023,22768,22768,22768,1000000,0,7000000
2485,1000000,49961,392,49961,392,392,392,1000000,0,8000000
2481,2000000,49896,7285,49896,7285,7285,7285,1000000,0,9000000
1120,3000000,49815,6499,49815,6499,6499,6499,1000000,0,10000000
1134,4000000,49884,6452,49884,6452,6452,6452,1000000,0,11000000
1131,5000000,49829,6433,49829,6433,6433,6433,1000000,0,12000000
58,64000000,263092,263092,159341,263092,263092,263092,5000000,3000000,0
2522,0,49549,22488,49549,22488,22488,22488,1000000,0,7000000
2495,1000000,49665,508,49665,508,508,508,1000000,0,8000000
2492,2000000,49390,7010,49390,7010,7010,7010,1000000,0,9000000
1131,3000000,49367,6476,49367,6476,6476,6476,1000000,0,10000000
1145,4000000,49321,6406,49321,6406,6406,6406,1000000,0,11000000
1144,5000000,49466,6578,49466,6578,6578,6578,1000000,0,12000000
59,43000000,454625,208807,454625,208807,208807,208807,4000000,3000000,0
2531,0,49433,22455,49433,22455,22455,22455,1000000,0,7000000
2507,1000000,49387,462,49387,462,462,462,1000000,0,8000000
2504,2000000,49170,6793,49170,6793,6793,6793,1000000,0,9000000
1141,3000000,49230,6536,49230,6536,6536,6536,1000000,0,10000000
1157,4000000,49171,6347,49171,6347,6347,6347,1000000,0,11000000
1154,5000000,49003,6410,49003,6410,6410,6410,1000000,0,12000000
59,84000000,459883,198276,98421,198276,198276,198276,6000000,3000000,0
2542,0,49009,22461,49009,22461,22461,22461,1000000,0,7000000
2518,1000000,49064,517,49064,517,517,517,1000000,0,8000000
2514,2000000,49349,7078,49349,7078,7078,7078,1000000,0,9000000
1153,3000000,49296,6483,49296,6483,6483,6483,1000000,0,10000000
1169,4000000,49550,6601,49550,6601,6601,6601,1000000,0,11000000
1165,5000000,49619,6479,49619,6479,6479,6479,1000000,0,12000000
59,83000000,703674,49598,98553,49598,49598,49598,6000000,3000000,0
2553,0,50117,22959,50117,22959,22959,22959,1000000,0,7000000
2530,1000000,50071,471,50071,471,471,471,1000000,0,8000000
2525,2000000,49818,6825,49818,6825,6825,6825,1000000,0,9000000
1164,3000000,49849,6514,49849,6514,6514,6514,1000000,0,10000000
1179,4000000,49687,6439,49687,6439,6439,6439,1000000,0,11000000
1176,5000000,49734,6526,49734,6526,6526,6526,1000000,0,12000000
60,42000000,1144836,148253,247651,148253,148253,148253,4000000,3000000,0
9,0,145686062,145686062,145686062,22385,22385,22385,1000000,0,7000000
2540,1000000,49218,22914,49218,529,529,529,1000000,0,8000000
