Packet ID,Source Address,Flow Inter Packet Times 1,Flow Inter Packet Times 2,Flow Inter Packet Times 3,Prefix Inter Packet Times 1,Prefix Inter Packet Times 2,Prefix Inter Packet Times 3,Hop Count,New Addresses Seen,Port
812,103000000,231326,64819,43669,64819,64819,64819,7000000,3000000,0
814,43000000,234507,137251,15742,137251,137251,137251,4000000,3000000,0
814,23000000,231748,154697,4686,154697,154697,154697,3000000,3000000,0
813,24000000,235755,12992,99660,12992,12992,12992,3000000,3000000,0
815,42000000,233611,28245,106592,28245,28245,28245,4000000,3000000,0
812,64000000,233629,145073,49048,145073,145073,145073,5000000,3000000,0
814,22000000,232695,65006,54439,65006,65006,65006,3000000,3000000,0
814,44000000,239478,73982,35501,73982,73982,73982,4000000,3000000,0
814,82000000,202407,179092,36997,179092,179092,179092,6000000,3000000,0
812,104000000,224375,149676,31707,149676,149676,149676,7000000,3000000,0
814,84000000,218951,17288,3035,17288,17288,17288,6000000,3000000,0
812,63000000,27692,80647,142687,80647,80647,80647,5000000,3000000,0
813,102000000,229203,14708,28961,14708,14708,14708,7000000,3000000,0
814,62000000,211633,4849,3580,4849,4849,4849,5000000,3000000,0
814,83000000,20601,35854,25450,35854,35854,35854,6000000,3000000,0
813,103000000,227123,62739,38558,62739,62739,62739,7000000,3000000,0
815,43000000,226227,124000,14846,124000,124000,124000,4000000,3000000,0
815,23000000,233030,155032,11489,155032,155032,155032,3000000,3000000,0
814,24000000,227911,7873,108620,7873,7873,7873,3000000,3000000,0
816,42000000,228837,30855,104860,30855,30855,30855,4000000,3000000,0
813,64000000,229037,143541,50174,143541,143541,143541,5000000,3000000,0
815,22000000,233157,70252,58759,70252,70252,70252,3000000,3000000,0
815,44000000,232847,77992,39311,77992,77992,77992,4000000,3000000,0
815,82000000,201676,176226,33208,176226,176226,176226,6000000,3000000,0
813,104000000,229357,151910,28217,151910,151910,151910,7000000,3000000,0
815,84000000,231056,18976,4734,18976,18976,18976,6000000,3000000,0
813,63000000,35983,89269,147316,89269,89269,89269,5000000,3000000,0
815,62000000,212343,134,36117,134,134,134,5000000,3000000,0
814,102000000,236726,22077,202,22077,22077,22077,7000000,3000000,0
815,83000000,16161,33302,16295,33302,33302,33302,6000000,3000000,0
814,103000000,227455,53468,37509,53468,53468,53468,7000000,3000000,0
816,43000000,224601,115754,11992,115754,115754,115754,4000000,3000000,0
816,23000000,229061,150936,15949,150936,150936,150936,3000000,3000000,0
815,24000000,233138,11950,110702,11950,11950,11950,3000000,3000000,0
817,42000000,237003,43257,108717,43257,43257,43257,4000000,3000000,0
814,64000000,233013,143610,50049,143610,143610,143610,5000000,3000000,0
816,22000000,232982,70096,54738,70096,70096,70096,3000000,3000000,0
816,44000000,234058,75047,40356,75047,75047,75047,4000000,3000000,0
816,82000000,200688,184393,36897,184393,184393,184393,6000000,3000000,0
814,104000000,227634,152089,21793,152089,152089,152089,7000000,3000000,0
816,84000000,236574,18879,13674,18879,18879,18879,6000000,3000000,0
816,62000000,216100,88651,31707,88651,88651,88651,5000000,3000000,0
814,63000000,35699,3992,154642,3992,3992,3992,5000000,3000000,0
815,102000000,237041,31484,4982,31484,31484,31484,7000000,3000000,0
816,83000000,12025,24853,8033,24853,24853,24853,6000000,3000000,0
815,103000000,232398,48825,41782,48825,48825,48825,7000000,3000000,0
817,43000000,224111,105807,3705,105807,105807,105807,4000000,3000000,0
817,23000000,228821,146775,20659,146775,146775,146775,3000000,3000000,0
816,24000000,239006,22135,113134,22135,22135,22135,3000000,3000000,0
818,42000000,229912,49058,101588,49058,49058,49058,4000000,3000000,0
815,64000000,228686,136043,39729,136043,136043,136043,5000000,3000000,0
817,22000000,229827,60917,54653,60917,60917,60917,3000000,3000000,0
817,44000000,226297,71432,37967,71432,71432,71432,4000000,3000000,0
817,82000000,190042,182009,32811,182009,182009,182009,6000000,3000000,0
815,104000000,233051,152742,28547,152742,152742,152742,7000000,3000000,0
817,84000000,232008,25146,12631,25146,25146,25146,6000000,3000000,0
817,62000000,216387,88377,34378,88377,88377,88377,5000000,3000000,0
815,63000000,34586,208,150449,208,208,208,5000000,3000000,0
816,102000000,227578,26011,4148,26011,26011,26011,7000000,3000000,0
817,83000000,11906,21138,11698,21138,21138,21138,6000000,3000000,0
816,103000000,229188,50435,42677,50435,50435,50435,7000000,3000000,0
818,43000000,229398,108908,3915,108908,108908,108908,4000000,3000000,0
818,23000000,228030,144978,19291,144978,144978,144978,3000000,3000000,0
817,24000000,223856,17961,104982,17961,17961,17961,3000000,3000000,0
819,42000000,232498,52158,106508,52158,52158,52158,4000000,3000000,0
816,64000000,228122,139537,43995,139537,139537,139537,5000000,3000000,0
818,22000000,226063,63124,48218,63124,63124,63124,3000000,3000000,0
818,44000000,233629,72563,43474,72563,72563,72563,4000000,3000000,0
818,82000000,189280,177582,30614,177582,177582,177582,6000000,3000000,0
816,104000000,228682,152236,23600,152236,152236,152236,7000000,3000000,0
818,62000000,207861,80022,30279,80022,80022,80022,5000000,3000000,0
818,84000000,229086,30366,13035,30366,30366,30366,6000000,3000000,0
816,63000000,34198,3919,145897,3919,3919,3919,5000000,3000000,0
817,102000000,223203,20532,7584,20532,20532,20532,7000000,3000000,0
818,83000000,23032,22945,19113,22945,22945,22945,6000000,3000000,0
819,43000000,224182,99461,39881,99461,99461,99461,4000000,3000000,0
817,103000000,229850,57082,1753,57082,57082,57082,7000000,3000000,0
819,23000000,222256,141171,15612,141171,141171,141171,3000000,3000000,0
818,24000000,226439,22144,102335,22144,22144,22144,3000000,3000000,0
820,42000000,221854,49830,105159,49830,49830,49830,4000000,3000000,0
817,64000000,224383,140442,41939,140442,140442,140442,5000000,3000000,0
819,22000000,223259,59944,49623,59944,59944,59944,3000000,3000000,0
819,44000000,222362,73071,41453,73071,73071,73071,4000000,3000000,0
819,82000000,190164,171051,31717,171051,171051,171051,6000000,3000000,0
817,104000000,229336,151722,30574,151722,151722,151722,7000000,3000000,0
819,62000000,201584,80255,30533,80255,80255,80255,5000000,3000000,0
819,84000000,224869,30873,8568,30873,30873,30873,6000000,3000000,0
817,63000000,34339,3806,148144,3806,3806,3806,5000000,3000000,0
818,102000000,225345,16541,8313,16541,16541,16541,7000000,3000000,0
819,83000000,20117,19777,16311,19777,19777,19777,6000000,4000000,0
820,43000000,223936,101035,42116,101035,101035,101035,4000000,3000000,0
818,103000000,226078,57815,3895,57815,57815,57815,7000000,3000000,0
820,23000000,225966,143878,15500,143878,143878,143878,3000000,4000000,0
819,24000000,225941,22119,103407,22119,22119,22119,3000000,2000000,0
821,42000000,234090,59984,113904,59984,59984,59984,4000000,3000000,0
818,64000000,230053,145992,46051,145992,145992,145992,5000000,3000000,0
820,22000000,234917,68920,50450,68920,68920,68920,3000000,3000000,0
820,44000000,227665,66646,39065,66646,66646,66646,4000000,3000000,0
820,82000000,198558,182247,29697,182247,182247,182247,6000000,2000000,0
818,104000000,224571,150215,27480,150215,150215,150215,7000000,3000000,0
820,62000000,198145,68464,15898,68464,68464,68464,5000000,3000000,0
820,84000000,230762,28738,14759,28738,28738,28738,6000000,3000000,0
818,63000000,30724,14826,151460,14826,14826,14826,5000000,3000000,0
819,102000000,225949,17919,16000,17919,17919,17919,7000000,3000000,0
820,83000000,39781,26941,24955,26941,26941,26941,6000000,3000000,0
821,43000000,227554,100924,31744,100924,100924,100924,4000000,3000000,0
819,103000000,228948,60814,5289,60814,60814,60814,7000000,3000000,0
821,23000000,233098,142059,19650,142059,142059,142059,3000000,3000000,0
820,24000000,240935,29956,113580,29956,29956,29956,3000000,3000000,0
822,42000000,233778,66208,121733,66208,66208,66208,4000000,3000000,0
819,64000000,226774,143484,31890,143484,143484,143484,5000000,3000000,0
821,22000000,225109,53094,41781,53094,53094,53094,3000000,3000000,0
821,44000000,237127,69995,49418,69995,69995,69995,4000000,3000000,0
821,82000000,198393,173438,33705,173438,173438,173438,6000000,3000000,0
821,62000000,192086,73557,18648,73557,73557,73557,5000000,3000000,0
821,84000000,223486,23107,28598,23107,23107,23107,6000000,3000000,0
819,104000000,238358,159625,113,159625,159625,159625,7000000,3000000,0
819,63000000,30640,11992,147395,11992,11992,11992,5000000,3000000,0
820,102000000,228552,8113,12685,8113,8113,8113,7000000,3000000,0
821,83000000,36452,31993,24460,31993,31993,31993,6000000,3000000,0
822,43000000,225448,89245,28654,89245,89245,89245,4000000,3000000,0
820,103000000,224832,57094,4673,57094,57094,57094,7000000,3000000,0
822,23000000,228323,145273,23141,145273,145273,145273,3000000,3000000,0
821,24000000,223070,24703,113051,24703,24703,24703,3000000,3000000,0
823,42000000,232939,73699,126120,73699,73699,73699,4000000,3000000,0
820,64000000,240766,155217,49586,155217,155217,155217,5000000,3000000,0
822,22000000,231759,61783,40601,61783,61783,61783,3000000,3000000,0
822,44000000,230259,67315,38911,67315,67315,67315,4000000,3000000,0
822,82000000,199414,174954,32000,174954,174954,174954,6000000,3000000,0
822,84000000,221969,15022,20308,15022,15022,15022,6000000,3000000,0
822,62000000,198374,67617,23420,67617,67617,67617,5000000,3000000,0
820,63000000,32410,8990,150896,8990,8990,8990,5000000,3000000,0
820,104000000,239920,174713,18064,174713,174713,174713,7000000,3000000,0
821,102000000,234046,2239,11905,2239,2239,2239,7000000,3000000,0
822,83000000,23135,31533,14145,31533,31533,31533,6000000,3000000,0
823,43000000,223783,82769,30928,82769,82769,82769,4000000,3000000,0
821,103000000,223424,46472,4314,46472,46472,46472,7000000,3000000,0
823,23000000,236648,150162,36365,150162,150162,150162,3000000,3000000,0
822,24000000,225769,13824,98900,13824,13824,13824,3000000,3000000,0
824,42000000,226083,75999,118157,75999,75999,75999,4000000,3000000,0
821,64000000,222677,146070,46494,146070,146070,146070,5000000,3000000,0
823,22000000,225010,61024,39528,61024,61024,61024,3000000,3000000,0
823,44000000,233157,74389,49391,74389,74389,74389,4000000,3000000,0
823,82000000,200463,186318,39863,186318,186318,186318,6000000,3000000,0
823,84000000,241974,24123,29125,24123,24123,24123,6000000,3000000,0
821,63000000,27502,81895,142213,81895,81895,81895,5000000,3000000,0
823,62000000,214731,911,28413,911,911,911,5000000,3000000,0
822,102000000,231214,184742,5253,184742,184742,184742,7000000,3000000,0
821,104000000,234332,879,10422,879,879,879,7000000,3000000,0
823,83000000,17276,21566,18187,21566,21566,21566,6000000,3000000,0
824,43000000,225747,75359,24668,75359,75359,75359,4000000,3000000,0
822,103000000,225564,39943,4131,39943,39943,39943,7000000,3000000,0
824,23000000,225930,151082,36731,151082,151082,151082,3000000,3000000,0
823,24000000,230072,17966,94640,17966,17966,17966,3000000,3000000,0
825,42000000,227952,78204,114895,78204,78204,78204,4000000,3000000,0
822,64000000,225325,142519,41747,142519,142519,142519,5000000,3000000,0
824,22000000,229000,59952,40576,59952,59952,59952,3000000,3000000,0
824,44000000,224985,71422,49051,71422,71422,71422,4000000,3000000,0
824,82000000,207623,189436,45988,189436,189436,189436,6000000,3000000,0
824,84000000,226289,15287,30429,15287,15287,15287,6000000,3000000,0
824,62000000,210401,85158,20965,85158,85158,85158,5000000,3000000,0
823,102000000,222535,181713,111,181713,181713,181713,7000000,3000000,0
822,63000000,21126,161,145032,161,161,161,5000000,3000000,0
822,104000000,222266,610,6399,610,610,610,7000000,3000000,0
824,83000000,31258,36936,31097,36936,36936,36936,6000000,3000000,0
825,43000000,230347,80721,13356,80721,80721,80721,4000000,3000000,0
823,103000000,230880,48557,4664,48557,48557,48557,7000000,3000000,0
825,23000000,224101,146183,29952,146183,146183,146183,3000000,3000000,0
824,24000000,225068,18933,97442,18933,18933,18933,3000000,3000000,0
826,42000000,223999,71856,116359,71856,71856,71856,4000000,3000000,0
823,64000000,224806,139487,41485,139487,139487,139487,5000000,3000000,0
825,22000000,223058,57942,39635,57942,57942,57942,3000000,3000000,0
825,44000000,224846,72269,49091,72269,72269,72269,4000000,3000000,0
825,82000000,193913,162816,37969,162816,162816,162816,6000000,3000000,0
825,84000000,228918,29166,34501,29166,29166,29166,6000000,3000000,0
825,62000000,193845,85455,31029,85455,85455,85455,5000000,3000000,0
823,104000000,225185,176628,2666,176628,176628,176628,7000000,3000000,0
823,63000000,44483,13454,159327,13454,13454,13454,5000000,3000000,0
824,102000000,239273,13478,14281,13478,13478,13478,7000000,3000000,0
825,83000000,38199,40062,24745,40062,40062,40062,6000000,3000000,0
826,43000000,236097,91972,17409,91972,91972,91972,4000000,3000000,0
824,103000000,232336,42230,903,42230,42230,42230,7000000,3000000,0
826,23000000,228063,151188,25679,151188,151188,151188,3000000,3000000,0
825,24000000,226030,16900,98287,16900,16900,16900,3000000,3000000,0
827,42000000,227960,63719,105046,63719,63719,63719,4000000,3000000,0
824,64000000,227371,128462,42826,128462,128462,128462,5000000,3000000,0
826,22000000,227453,59365,39128,59365,59365,59365,3000000,3000000,0
826,44000000,228042,72351,49762,72351,72351,72351,4000000,3000000,0
826,82000000,183556,158811,38555,158811,158811,158811,6000000,3000000,0
826,84000000,232595,33722,39054,33722,33722,33722,6000000,3000000,0
824,104000000,229950,174242,21,174242,174242,174242,7000000,3000000,0
825,102000000,224317,7845,41588,7845,7845,7845,7000000,3000000,0
824,63000000,41855,96949,156675,96949,96949,96949,5000000,3000000,0
826,62000000,200714,48,315,48,48,48,5000000,3000000,0
826,83000000,25112,33293,25160,33293,33293,33293,6000000,3000000,0
827,43000000,219699,83629,11282,83629,83629,83629,4000000,3000000,0
825,103000000,223513,41426,4717,41426,41426,41426,7000000,3000000,0
827,23000000,228753,152488,30919,152488,152488,152488,3000000,3000000,0
826,24000000,229034,17181,97371,17181,17181,17181,3000000,3000000,0
828,42000000,223302,67322,103716,67322,67322,67322,4000000,3000000,0
825,64000000,221847,124850,35639,124850,124850,124850,5000000,3000000,0
827,22000000,222597,52928,38423,52928,52928,52928,3000000,3000000,0
827,44000000,226785,75834,54700,75834,75834,75834,4000000,3000000,0
827,82000000,184849,159689,42662,159689,159689,159689,6000000,3000000,0
827,84000000,228648,35666,40917,35666,35666,35666,6000000,3000000,0
825,104000000,228670,179399,43,179399,179399,179399,7000000,3000000,0
827,62000000,199588,99850,39899,99850,99850,99850,5000000,3000000,0
825,63000000,40137,238,152908,238,238,238,5000000,3000000,0
826,102000000,225685,4860,670,4860,4860,4860,7000000,3000000,0
827,83000000,32999,37232,32761,37232,37232,37232,6000000,3000000,0
828,43000000,224897,81741,3592,81741,81741,81741,4000000,3000000,0
826,103000000,229759,45500,9579,45500,45500,45500,7000000,3000000,0
828,23000000,225161,155052,26321,155052,155052,155052,3000000,3000000,0
827,24000000,221645,13665,90346,13665,13665,13665,3000000,3000000,0
829,42000000,224514,66939,102860,66939,66939,66939,4000000,3000000,0
826,64000000,223860,123772,37854,123772,123772,123772,5000000,3000000,0
828,22000000,239127,70410,53036,70410,70410,70410,3000000,3000000,0
828,44000000,230946,82266,61786,82266,82266,82266,4000000,3000000,0
828,82000000,190799,158038,34471,158038,158038,158038,6000000,3000000,0
826,63000000,31050,98077,149596,98077,98077,98077,5000000,3000000,0
828,84000000,227090,31820,37061,31820,31820,31820,6000000,3000000,0
826,104000000,227146,176786,99,176786,176786,176786,7000000,3000000,0
828,62000000,202370,13282,44332,13282,13282,13282,5000000,3000000,0
827,102000000,234740,12454,41,12454,12454,12454,7000000,3000000,0
829,43000000,230829,81624,45333,81624,81624,81624,4000000,3000000,0
828,83000000,32243,44755,192,44755,44755,44755,6000000,3000000,0
827,103000000,235158,45918,13716,45918,45918,45918,7000000,3000000,0
829,23000000,230990,146915,22153,146915,146915,146915,3000000,3000000,0
828,24000000,227040,9715,90240,9715,9715,9715,3000000,3000000,0
830,42000000,227100,63210,95220,63210,63210,63210,4000000,3000000,0
827,64000000,236239,124880,47053,124880,124880,124880,5000000,3000000,0
829,22000000,235127,78497,61063,78497,78497,78497,3000000,3000000,0
829,44000000,230750,85916,56297,85916,85916,85916,4000000,3000000,0
829,82000000,208373,162848,38767,162848,162848,162848,6000000,3000000,0
827,63000000,21249,91460,148228,91460,91460,91460,5000000,3000000,0
827,104000000,229609,171237,36019,171237,171237,171237,7000000,3000000,0
829,84000000,236651,29048,6943,29048,29048,29048,6000000,3000000,0
829,62000000,203806,19709,40958,19709,19709,19709,5000000,4000000,0
828,102000000,236832,19677,824,19677,19677,19677,7000000,3000000,0
830,43000000,224464,75338,40175,75338,75338,75338,4000000,3000000,0
829,83000000,25803,37713,5337,37713,37713,37713,6000000,3000000,0
828,103000000,232579,41665,16686,41665,41665,41665,7000000,3000000,0
830,23000000,224944,136732,14518,136732,136732,136732,3000000,3000000,0
829,24000000,230265,15036,83953,15036,15036,15036,3000000,3000000,0
831,42000000,231712,70458,90100,70458,70458,70458,4000000,3000000,0
828,64000000,221082,109913,37870,109913,109913,109913,5000000,2000000,0
830,22000000,224887,73119,54238,73119,73119,73119,3000000,3000000,0
830,44000000,235306,89510,70521,89510,89510,89510,4000000,3000000,0
830,82000000,205421,159909,40550,159909,159909,159909,6000000,3000000,0
828,104000000,232160,170818,32873,170818,170818,170818,7000000,3000000,0
830,62000000,192138,108028,32229,108028,108028,108028,5000000,2000000,0
830,84000000,230346,32724,5129,32724,32724,32724,6000000,3000000,0
828,63000000,32918,689,161623,689,689,689,5000000,3000000,0
829,102000000,230554,18071,13437,18071,18071,18071,7000000,3000000,0
831,43000000,226517,66549,28353,66549,66549,66549,4000000,3000000,0
830,83000000,33205,32710,4163,32710,32710,32710,6000000,3000000,0
829,103000000,230064,41175,21407,41175,41175,41175,7000000,3000000,0
831,23000000,228301,140146,12755,140146,140146,140146,3000000,3000000,0
830,24000000,225934,12669,79541,12669,12669,12669,3000000,3000000,0
832,42000000,222568,66509,82114,66509,66509,66509,4000000,3000000,0
829,64000000,226026,117309,37962,117309,117309,117309,5000000,3000000,0
831,22000000,227040,74225,58710,74225,74225,74225,3000000,3000000,0
831,44000000,227162,94104,71657,94104,94104,94104,4000000,3000000,0
831,82000000,206458,173942,52886,173942,173942,173942,6000000,3000000,0
831,84000000,223020,16368,33860,16368,16368,16368,6000000,3000000,0
829,104000000,233518,174272,5369,174272,174272,174272,7000000,3000000,0
829,63000000,26554,115703,166334,115703,115703,115703,5000000,3000000,0
831,62000000,204901,4405,30959,4405,4405,4405,5000000,3000000,0
830,102000000,224895,9448,226,9448,9448,9448,7000000,3000000,0
832,43000000,237581,76968,32922,76968,76968,76968,4000000,3000000,0
831,83000000,32063,46654,3546,46654,46654,46654,6000000,3000000,0
830,103000000,229442,45722,13885,45722,45722,45722,7000000,3000000,0
832,23000000,227673,140779,10986,140779,140779,140779,3000000,3000000,0
831,24000000,230996,15992,82148,15992,15992,15992,3000000,3000000,0
833,42000000,229818,58746,87037,58746,58746,58746,4000000,3000000,0
830,64000000,228483,108375,35449,108375,108375,108375,5000000,3000000,0
832,22000000,224805,68034,53697,68034,68034,68034,3000000,3000000,0
832,44000000,227768,92054,70942,92054,92054,92054,4000000,3000000,0
832,82000000,203524,167056,58159,167056,167056,167056,6000000,3000000,0
832,84000000,227172,13462,33264,13462,13462,13462,6000000,3000000,0
832,62000000,186928,110616,19872,110616,110616,110616,5000000,3000000,0
830,104000000,235025,179855,13222,179855,179855,179855,7000000,3000000,0
831,102000000,225682,105,6917,105,105,105,7000000,3000000,0
830,63000000,33537,13665,175722,13665,13665,13665,5000000,3000000,0
833,43000000,239849,89049,35710,89049,89049,89049,4000000,3000000,0
832,83000000,50459,56869,1084,56869,56869,56869,6000000,3000000,0
831,103000000,227478,47518,3976,47518,47518,47518,7000000,3000000,0
833,23000000,226784,142758,10292,142758,142758,142758,3000000,3000000,0
832,24000000,230923,20131,78046,20131,20131,20131,3000000,3000000,0
834,42000000,226853,45750,88208,45750,45750,45750,4000000,3000000,0
831,64000000,226488,102207,31014,102207,102207,102207,5000000,3000000,0
833,22000000,225130,62241,51974,62241,62241,62241,3000000,3000000,0
833,44000000,228382,93583,72836,93583,93583,93583,4000000,3000000,0
833,82000000,194093,157299,60659,157299,157299,157299,6000000,3000000,0
833,84000000,231814,17646,36696,17646,17646,17646,6000000,3000000,0
833,62000000,179681,114268,22382,114268,114268,114268,5000000,3000000,0
831,104000000,236270,188647,17678,188647,188647,188647,7000000,3000000,0
832,102000000,236421,256,13198,256,256,256,7000000,3000000,0
831,63000000,41822,19440,184853,19440,19440,19440,5000000,3000000,0
834,43000000,224049,84716,23844,84716,84716,84716,4000000,3000000,0
833,83000000,44648,49384,1364,49384,49384,49384,6000000,3000000,0
832,103000000,223868,34965,3515,34965,34965,34965,7000000,3000000,0
834,23000000,228007,145635,14431,145635,145635,145635,3000000,3000000,0
833,24000000,225995,18119,67771,18119,18119,18119,3000000,3000000,0
835,42000000,226203,47904,77990,47904,47904,47904,4000000,3000000,0
832,64000000,223953,90245,28972,90245,90245,90245,5000000,3000000,0
834,22000000,227972,64218,53743,64218,64218,64218,3000000,3000000,0
834,44000000,222005,89385,70888,89385,89385,89385,4000000,3000000,0
834,82000000,183498,158290,58007,158290,158290,158290,6000000,3000000,0
834,84000000,229693,22019,44384,22019,22019,22019,6000000,3000000,0
834,62000000,189362,124325,31072,124325,124325,124325,5000000,3000000,0
832,104000000,230803,195582,18788,195582,195582,195582,7000000,4000000,0
833,102000000,230747,200,9935,200,200,200,7000000,2000000,0
832,63000000,44433,13361,184777,13361,13361,13361,5000000,3000000,0
834,83000000,33880,42933,20519,42933,42933,42933,6000000,3000000,0
835,43000000,227864,90575,3258,90575,90575,90575,4000000,3000000,0
833,103000000,224887,29105,1902,29105,29105,29105,7000000,3000000,0
835,23000000,227320,144983,16864,144983,144983,144983,3000000,3000000,0
834,24000000,238098,28897,75066,28897,28897,28897,3000000,3000000,0
836,42000000,231602,51642,78845,51642,51642,51642,4000000,3000000,0
833,64000000,230793,93107,21667,93107,93107,93107,5000000,3000000,0
835,22000000,233804,59924,55945,59924,59924,59924,3000000,3000000,0
835,44000000,228441,86224,68536,86224,86224,86224,4000000,3000000,0
835,82000000,189313,168794,57949,168794,168794,168794,6000000,3000000,0
835,84000000,229753,18026,45696,18026,18026,18026,6000000,3000000,0
835,62000000,199415,126827,30621,126827,126827,126827,5000000,3000000,0
834,102000000,227438,198333,4078,198333,198333,198333,7000000,3000000,0
833,104000000,231934,4296,20969,4296,4296,4296,7000000,3000000,0
833,63000000,42632,12011,189402,12011,12011,12011,5000000,3000000,0
836,43000000,221289,83423,13121,83423,83423,83423,4000000,3000000,0
835,83000000,28226,40821,3094,40821,40821,40821,6000000,3000000,0
834,103000000,226681,24052,4200,24052,24052,24052,7000000,3000000,0
836,23000000,233679,144858,23862,144858,144858,144858,3000000,3000000,0
835,24000000,233008,28226,76140,28226,28226,28226,3000000,3000000,0
837,42000000,233240,63593,84647,63593,63593,63593,4000000,3000000,0
834,64000000,233224,94386,21883,94386,94386,94386,5000000,3000000,0
836,22000000,229064,55980,51769,55980,55980,55980,3000000,3000000,0
836,44000000,224220,77204,59532,77204,77204,77204,4000000,3000000,0
836,82000000,182640,166425,54157,166425,166425,166425,6000000,3000000,0
836,84000000,232157,24911,53633,24911,24911,24911,6000000,3000000,0
836,62000000,195828,117657,29403,117657,117657,117657,5000000,3000000,0
835,102000000,224855,196507,4879,196507,196507,196507,7000000,3000000,0
834,104000000,224100,3541,12912,3541,3541,3541,7000000,3000000,0
834,63000000,45253,15850,183616,15850,15850,15850,5000000,3000000,0
837,43000000,227784,86987,13012,86987,86987,86987,4000000,4000000,0
836,83000000,29455,33947,593,33947,33947,33947,6000000,3000000,0
835,103000000,229316,29268,8233,29268,29268,29268,7000000,3000000,0
837,23000000,224208,140002,18754,140002,140002,140002,3000000,3000000,0
836,24000000,227139,31157,79179,31157,31157,31157,3000000,3000000,0
838,42000000,236516,72325,96308,72325,72325,72325,4000000,2000000,0
835,64000000,227952,94445,22696,94445,94445,94445,5000000,3000000,0
837,22000000,228681,57522,43934,57522,57522,57522,3000000,3000000,0
837,44000000,227876,68564,59456,68564,68564,68564,4000000,3000000,0
837,82000000,187976,174371,58705,174371,174371,174371,6000000,3000000,0
837,84000000,226350,18032,52107,18032,18032,18032,6000000,3000000,0
837,62000000,196922,116082,22551,116082,116082,116082,5000000,3000000,0
836,102000000,225667,192858,4169,192858,192858,192858,7000000,3000000,0
835,104000000,228993,6867,15555,6867,6867,6867,7000000,3000000,0
835,63000000,38278,15727,185662,15727,15727,15727,5000000,3000000,0
837,83000000,28773,33292,13046,33292,33292,33292,6000000,3000000,0
838,43000000,229576,88687,3288,88687,88687,88687,4000000,3000000,0
836,103000000,225556,25831,4806,25831,25831,25831,7000000,3000000,0
838,23000000,228726,140047,21924,140047,140047,140047,3000000,3000000,0
837,24000000,225743,28174,75929,28174,28174,28174,3000000,3000000,0
839,42000000,232606,75355,103247,75355,75355,75355,4000000,3000000,0
836,64000000,227998,96189,24951,96189,96189,96189,5000000,3000000,0
838,22000000,225371,57150,36699,57150,57150,57150,3000000,3000000,0
838,44000000,227985,63943,59443,63943,63943,63943,4000000,3000000,0
838,82000000,187002,173956,58614,173956,173956,173956,6000000,3000000,0
838,84000000,225435,18187,49557,18187,18187,18187,6000000,3000000,0
838,62000000,196635,113492,22679,113492,113492,113492,5000000,3000000,0
837,102000000,227034,194336,5795,194336,194336,194336,7000000,3000000,0
836,104000000,231741,11574,21861,11574,11574,11574,7000000,3000000,0
836,63000000,43563,20884,187501,20884,20884,20884,5000000,3000000,0
838,83000000,29322,33814,8438,33814,33814,33814,6000000,3000000,0
839,43000000,227160,87862,4491,87862,87862,87862,4000000,3000000,0
837,103000000,228477,22567,6123,22567,22567,22567,7000000,3000000,0
839,23000000,234082,148758,27529,148758,148758,148758,3000000,3000000,0
838,24000000,227905,21997,72093,21997,21997,21997,3000000,3000000,0
840,42000000,227281,75476,103494,75476,75476,75476,4000000,3000000,0
837,64000000,226599,92223,23645,92223,92223,92223,5000000,3000000,0
839,22000000,225295,54540,34713,54540,54540,54540,3000000,3000000,0
839,44000000,224984,61646,57828,61646,61646,61646,4000000,3000000,0
839,82000000,184586,176148,61468,176148,176148,176148,6000000,3000000,0
839,84000000,231836,21874,56409,21874,21874,21874,6000000,3000000,0
839,62000000,202626,118841,26478,118841,118841,118841,5000000,3000000,0
838,102000000,234993,200852,8840,200852,200852,200852,7000000,3000000,0
837,104000000,226644,3225,16669,3225,3225,3225,7000000,3000000,0
837,63000000,41700,15222,179705,15222,15222,15222,5000000,3000000,0
839,83000000,28744,33348,13522,33348,33348,33348,6000000,3000000,0
840,43000000,228649,91527,1770,91527,91527,91527,4000000,3000000,0
838,103000000,232644,28567,10118,28567,28567,28567,7000000,3000000,0
840,23000000,224313,147776,19198,147776,147776,147776,3000000,3000000,0
839,24000000,223260,20944,68709,20944,20944,20944,3000000,3000000,0
841,42000000,224304,71131,92805,71131,71131,71131,4000000,3000000,0
838,64000000,232047,97984,32432,97984,97984,97984,5000000,3000000,0
840,22000000,228850,60130,39259,60130,60130,60130,3000000,3000000,0
840,44000000,223175,60517,48956,60517,60517,60517,4000000,3000000,0
840,82000000,183634,170112,57952,170112,170112,170112,6000000,3000000,0
840,62000000,202204,117742,32092,117742,117742,117742,5000000,3000000,0
840,84000000,236302,32842,69536,32842,32842,32842,6000000,3000000,0
839,102000000,227758,195966,5650,195966,195966,195966,7000000,3000000,0
838,63000000,41539,9447,180565,9447,9447,9447,5000000,3000000,0
838,104000000,228974,4441,9341,4441,4441,4441,7000000,3000000,0
841,43000000,234077,102429,24196,102429,102429,102429,4000000,3000000,0
840,83000000,33855,33105,212,33105,33105,33105,6000000,3000000,0
839,103000000,227982,27575,3811,27575,27575,27575,7000000,3000000,0
841,23000000,231164,150090,22380,150090,150090,150090,3000000,3000000,0
840,24000000,232182,21962,71917,21962,21962,21962,3000000,3000000,0
842,42000000,230443,67497,95490,67497,67497,67497,4000000,3000000,0
