Packet ID,Source Address,Flow Inter Packet Times,Prefix Inter Packet Times,Hop Count,New Addresses Seen,Port
4,4000000,222459,20,1000000,0,11000000
5,34000000,159771,159771,4000000,3000000,0
4,1000000,221707,6040,1000000,0,8000000
5,75000000,241308,241308,6000000,3000000,0
5,74000000,73436,2043,6000000,3000000,0
5,73000000,251504,8153,6000000,3000000,0
5,93000000,217199,119083,7000000,3000000,0
6,53000000,222061,57063,5000000,3000000,0
5,95000000,226874,24200,7000000,3000000,0
6,33000000,224418,58674,4000000,3000000,0
4,0,229149,57838,1000000,0,7000000
6,35000000,183998,9701,4000000,3000000,0
4,5000000,227346,23394,1000000,0,12000000
4,2000000,100185,24477,1000000,0,9000000
5,94000000,217848,74565,7000000,3000000,0
7,13000000,213758,161703,3000000,3000000,0
7,14000000,186849,25048,3000000,3000000,0
2,0,1011088,64079,1000000,0,7000000
6,54000000,166961,150934,5000000,3000000,0
6,55000000,165452,534,5000000,3000000,0
2,2000000,1013035,7890,1000000,0,9000000
7,15000000,204754,18003,3000000,3000000,0
6,74000000,169414,169414,6000000,3000000,0
6,75000000,13520,871,6000000,3000000,0
6,34000000,197061,128686,4000000,3000000,0
6,73000000,191826,21541,6000000,3000000,0
5,3000000,110046,38077,1000000,0,10000000
5,4000000,224835,3040,1000000,0,11000000
5,1000000,220773,1978,1000000,0,8000000
6,93000000,212598,113833,7000000,3000000,0
7,53000000,209173,57705,5000000,3000000,0
2,1000000,1020884,26901,1000000,0,8000000
2,4000000,1016804,1975,1000000,0,11000000
2,3000000,1013969,11089,1000000,0,10000000
6,95000000,227114,38716,7000000,3000000,0
7,33000000,218145,84489,4000000,3000000,0
5,0,219864,16964,1000000,0,7000000
7,35000000,182992,12718,4000000,3000000,0
5,5000000,232574,36104,1000000,0,12000000
2,5000000,1023417,849,1000000,0,12000000
5,2000000,133200,10039,1000000,0,9000000
6,94000000,235886,83337,7000000,3000000,0
8,13000000,231967,188916,3000000,3000000,0
7,54000000,198656,153937,5000000,3000000,0
7,55000000,202623,3096,5000000,3000000,0
8,14000000,225487,18568,3000000,3000000,0
7,74000000,198928,198928,6000000,3000000,0
8,15000000,222177,14693,3000000,3000000,0
7,75000000,22102,289,6000000,3000000,0
7,34000000,201646,128700,4000000,3000000,0
7,73000000,229831,30614,6000000,3000000,0
6,4000000,221900,116001,1000000,0,11000000
6,3000000,37034,1059,1000000,0,10000000
6,1000000,223124,2143,1000000,0,8000000
7,93000000,218307,96254,7000000,3000000,0
8,53000000,238988,81955,5000000,3000000,0
1,20000000,97346851,81328,3000000,4000000,0
2,20000000,6642,6642,3000000,4000000,0
3,20000000,21,21,3000000,4000000,0
4,20000000,19,19,3000000,4000000,0
5,20000000,20,20,3000000,4000000,0
6,20000000,875,875,3000000,4000000,0
7,20000000,39,39,3000000,4000000,0
8,20000000,21,21,3000000,4000000,0
9,20000000,19,19,3000000,4000000,0
10,20000000,20,20,3000000,4000000,0
11,20000000,21,21,3000000,4000000,0
12,20000000,31,31,3000000,4000000,0
13,20000000,20,20,3000000,4000000,0
14,20000000,20,20,3000000,4000000,0
15,20000000,17,17,3000000,4000000,0
16,20000000,8089,8089,3000000,4000000,0
17,20000000,233,233,3000000,4000000,0
18,20000000,207,207,3000000,4000000,0
19,20000000,194,194,3000000,4000000,0
20,20000000,326,326,3000000,4000000,0
21,20000000,225,225,3000000,4000000,0
22,20000000,235,235,3000000,4000000,0
23,20000000,353,353,3000000,4000000,0
24,20000000,13,13,3000000,4000000,0
25,20000000,204,204,3000000,4000000,0
26,20000000,12,12,3000000,4000000,0
27,20000000,12,12,3000000,4000000,0
28,20000000,204,204,3000000,4000000,0
29,20000000,254,254,3000000,4000000,0
30,20000000,231,231,3000000,4000000,0
31,20000000,273,273,3000000,4000000,0
32,20000000,254,254,3000000,4000000,0
33,20000000,217,217,3000000,4000000,0
34,20000000,223,223,3000000,4000000,0
35,20000000,239,239,3000000,4000000,0
36,20000000,202,202,3000000,4000000,0
37,20000000,216,216,3000000,4000000,0
6,0,228470,62275,1000000,0,7000000
38,20000000,413,413,3000000,4000000,0
39,20000000,255,255,3000000,4000000,0
40,20000000,321,321,3000000,4000000,0
8,33000000,89757,89757,4000000,3000000,0
41,20000000,2432,2432,3000000,4000000,0
42,20000000,293,293,3000000,4000000,0
43,20000000,420,420,3000000,4000000,0
44,20000000,693,693,3000000,4000000,0
45,20000000,547,547,3000000,4000000,0
46,20000000,470,470,3000000,4000000,0
47,20000000,217,217,3000000,4000000,0
48,20000000,197,197,3000000,4000000,0
49,20000000,226,226,3000000,4000000,0
50,20000000,200,200,3000000,4000000,0
51,20000000,191,191,3000000,4000000,0
52,20000000,197,197,3000000,4000000,0
53,20000000,194,194,3000000,4000000,0
54,20000000,2561,2561,3000000,4000000,0
55,20000000,16,16,3000000,4000000,0
56,20000000,38,38,3000000,4000000,0
57,20000000,13,13,3000000,4000000,0
58,20000000,13,13,3000000,4000000,0
59,20000000,211,211,3000000,4000000,0
60,20000000,199,199,3000000,4000000,0
61,20000000,623,623,3000000,4000000,0
62,20000000,15,15,3000000,4000000,0
63,20000000,12,12,3000000,4000000,0
8,35000000,192254,9790,4000000,3000000,0
64,20000000,19,19,3000000,4000000,0
65,20000000,11,11,3000000,4000000,0
66,20000000,486,486,3000000,4000000,0
67,20000000,502,502,3000000,4000000,0
68,20000000,592,592,3000000,4000000,0
69,20000000,206,206,3000000,4000000,0
70,20000000,1803,1803,3000000,4000000,0
71,20000000,218,218,3000000,4000000,0
72,20000000,197,197,3000000,4000000,0
73,20000000,201,201,3000000,4000000,0
74,20000000,216,216,3000000,4000000,0
75,20000000,194,194,3000000,4000000,0
76,20000000,193,193,3000000,4000000,0
77,20000000,188,188,3000000,5000000,0
78,20000000,1653,1653,3000000,1000000,0
79,20000000,640,640,3000000,1000000,0
80,20000000,229,229,3000000,1000000,0
81,20000000,1250,1250,3000000,1000000,0
7,95000000,259767,80176,7000000,3000000,0
82,20000000,253,253,3000000,1000000,0
83,20000000,220,220,3000000,1000000,0
84,20000000,399,399,3000000,1000000,0
85,20000000,16,16,3000000,1000000,0
86,20000000,278,278,3000000,1000000,0
87,20000000,328,328,3000000,1000000,0
88,20000000,227,227,3000000,1000000,0
89,20000000,117,117,3000000,1000000,0
90,20000000,2428,2428,3000000,1000000,0
91,20000000,36,36,3000000,1000000,0
92,20000000,37,37,3000000,1000000,0
93,20000000,35,35,3000000,1000000,0
94,20000000,128,128,3000000,1000000,0
95,20000000,104,104,3000000,1000000,0
96,20000000,229,229,3000000,1000000,0
97,20000000,437,437,3000000,1000000,0
98,20000000,270,270,3000000,1000000,0
99,20000000,255,255,3000000,1000000,0
100,20000000,263,263,3000000,1000000,0
101,20000000,198,198,3000000,1000000,0
102,20000000,1738,1738,3000000,1000000,0
103,20000000,202,202,3000000,1000000,0
104,20000000,199,199,3000000,1000000,0
105,20000000,424,424,3000000,1000000,0
106,20000000,201,201,3000000,1000000,0
107,20000000,1427,1427,3000000,1000000,0
108,20000000,241,241,3000000,1000000,0
109,20000000,261,261,3000000,1000000,0
6,5000000,223083,30717,1000000,0,12000000
110,20000000,405,405,3000000,1000000,0
111,20000000,192,192,3000000,1000000,0
112,20000000,214,214,3000000,1000000,0
113,20000000,194,194,3000000,1000000,0
114,20000000,192,192,3000000,1000000,0
115,20000000,194,194,3000000,1000000,0
116,20000000,1712,1712,3000000,1000000,0
117,20000000,245,245,3000000,1000000,0
118,20000000,205,205,3000000,1000000,0
119,20000000,219,219,3000000,1000000,0
120,20000000,198,198,3000000,1000000,0
121,20000000,198,198,3000000,1000000,0
122,20000000,200,200,3000000,1000000,0
123,20000000,5142,5142,3000000,1000000,0
124,20000000,233,233,3000000,1000000,0
125,20000000,837,837,3000000,1000000,0
126,20000000,646,646,3000000,1000000,0
127,20000000,386,386,3000000,1000000,0
1,24000000,97409882,502,3000000,2000000,0
128,20000000,803,301,3000000,2000000,0
2,24000000,919,618,3000000,2000000,0
129,20000000,1104,486,3000000,2000000,0
3,24000000,1111,625,3000000,2000000,0
6,2000000,133849,14361,1000000,0,9000000
130,20000000,1629,1004,3000000,2000000,0
4,24000000,1626,622,3000000,2000000,0
131,20000000,1106,484,3000000,2000000,0
132,20000000,377,377,3000000,2000000,0
133,20000000,397,397,3000000,2000000,0
134,20000000,340,340,3000000,2000000,0
135,20000000,318,318,3000000,2000000,0
136,20000000,332,332,3000000,2000000,0
137,20000000,340,340,3000000,2000000,0
138,20000000,310,310,3000000,2000000,0
139,20000000,330,330,3000000,2000000,0
140,20000000,314,314,3000000,2000000,0
141,20000000,310,310,3000000,2000000,0
142,20000000,340,340,3000000,2000000,0
143,20000000,311,311,3000000,2000000,0
144,20000000,331,331,3000000,2000000,0
5,24000000,5563,729,3000000,2000000,0
145,20000000,758,29,3000000,2000000,0
146,20000000,367,367,3000000,2000000,0
147,20000000,473,473,3000000,2000000,0
6,24000000,1406,537,3000000,2000000,0
148,20000000,1059,522,3000000,2000000,0
7,24000000,1155,633,3000000,2000000,0
149,20000000,951,318,3000000,2000000,0
150,20000000,319,319,3000000,2000000,0
151,20000000,322,322,3000000,2000000,0
152,20000000,312,312,3000000,2000000,0
153,20000000,2698,2698,3000000,2000000,0
154,20000000,763,763,3000000,2000000,0
155,20000000,1641,1641,3000000,2000000,0
156,20000000,463,463,3000000,2000000,0
157,20000000,647,647,3000000,2000000,0
158,20000000,30,30,3000000,2000000,0
159,20000000,414,414,3000000,2000000,0
160,20000000,350,350,3000000,2000000,0
8,24000000,9547,1270,3000000,2000000,0
161,20000000,1827,557,3000000,2000000,0
9,24000000,946,389,3000000,2000000,0
162,20000000,1130,741,3000000,2000000,0
163,20000000,519,519,3000000,2000000,0
164,20000000,465,465,3000000,2000000,0
165,20000000,485,485,3000000,2000000,0
166,20000000,497,497,3000000,2000000,0
167,20000000,485,485,3000000,2000000,0
168,20000000,464,464,3000000,2000000,0
10,24000000,4162,506,3000000,3000000,0
169,20000000,838,332,3000000,2000000,0
11,24000000,645,313,3000000,2000000,0
170,20000000,633,320,3000000,2000000,0
12,24000000,2249,1929,3000000,2000000,0
171,20000000,2268,339,3000000,2000000,0
13,24000000,666,327,3000000,2000000,0
172,20000000,354,27,3000000,2000000,0
14,24000000,408,381,3000000,2000000,0
173,20000000,743,362,3000000,2000000,0
15,24000000,677,315,3000000,2000000,0
174,20000000,640,325,3000000,2000000,0
16,24000000,804,479,3000000,2000000,0
175,20000000,789,310,3000000,2000000,0
17,24000000,626,316,3000000,2000000,0
177,20000000,729,413,3000000,2000000,0
19,24000000,948,535,3000000,2000000,0
181,20000000,947,412,3000000,2000000,0
23,24000000,772,360,3000000,2000000,0
182,20000000,678,318,3000000,2000000,0
24,24000000,798,480,3000000,2000000,0
183,20000000,1015,535,3000000,2000000,0
184,20000000,546,546,3000000,2000000,0
26,24000000,1579,498,3000000,2000000,0
185,20000000,953,455,3000000,2000000,0
27,24000000,882,427,3000000,2000000,0
186,20000000,788,361,3000000,2000000,0
28,24000000,676,315,3000000,2000000,0
187,20000000,1029,714,3000000,2000000,0
29,24000000,1035,321,3000000,2000000,0
188,20000000,358,37,3000000,2000000,0
30,24000000,364,327,3000000,2000000,0
189,20000000,643,316,3000000,2000000,0
31,24000000,2903,2587,3000000,2000000,0
190,20000000,2930,343,3000000,2000000,0
32,24000000,695,352,3000000,2000000,0
191,20000000,694,342,3000000,2000000,0
33,24000000,665,323,3000000,2000000,0
192,20000000,629,306,3000000,2000000,0
199,20000000,317,317,3000000,2000000,0
41,24000000,3245,2622,3000000,2000000,0
200,20000000,2953,331,3000000,2000000,0
3,21000000,97457622,337,3000000,3000000,0
42,24000000,979,311,3000000,3000000,0
201,20000000,668,20,3000000,3000000,0
43,24000000,335,315,3000000,3000000,0
4,21000000,966,320,3000000,3000000,0
203,20000000,955,320,3000000,3000000,0
45,24000000,955,315,3000000,3000000,0
204,20000000,671,356,3000000,3000000,0
6,21000000,1301,310,3000000,3000000,0
46,24000000,988,322,3000000,3000000,0
205,20000000,5760,5128,3000000,3000000,0
7,21000000,7914,2464,3000000,3000000,0
47,24000000,7660,68,3000000,3000000,0
206,20000000,3679,1147,3000000,3000000,0
48,24000000,2444,1297,3000000,3000000,0
207,20000000,2782,1485,3000000,3000000,0
49,24000000,1814,329,3000000,3000000,0
208,20000000,639,310,3000000,3000000,0
8,21000000,5669,1033,3000000,3000000,0
50,24000000,2093,750,3000000,3000000,0
209,20000000,2616,833,3000000,3000000,0
9,21000000,2494,911,3000000,3000000,0
52,24000000,2970,1226,3000000,3000000,0
53,24000000,25,25,3000000,3000000,0
213,20000000,2501,339,3000000,3000000,0
214,20000000,555,555,3000000,3000000,0
215,20000000,416,416,3000000,3000000,0
57,24000000,1678,368,3000000,3000000,0
216,20000000,699,331,3000000,3000000,0
16,21000000,3680,420,3000000,3000000,0
58,24000000,1069,318,3000000,3000000,0
219,20000000,1066,328,3000000,3000000,0
221,20000000,322,322,3000000,3000000,0
63,24000000,969,319,3000000,3000000,0
222,20000000,640,321,3000000,3000000,0
64,24000000,643,322,3000000,3000000,0
223,20000000,633,311,3000000,3000000,0
65,24000000,621,310,3000000,3000000,0
236,20000000,965,655,3000000,3000000,0
237,20000000,426,426,3000000,3000000,0
77,24000000,1440,359,3000000,3000000,0
79,24000000,308,308,3000000,3000000,0
240,20000000,988,321,3000000,3000000,0
244,20000000,326,326,3000000,3000000,0
250,20000000,312,312,3000000,3000000,0
90,24000000,1632,673,3000000,3000000,0
19,21000000,6251,320,3000000,3000000,0
92,24000000,645,325,3000000,3000000,0
258,20000000,1644,326,3000000,3000000,0
260,20000000,23,23,3000000,3000000,0
24,21000000,977,303,3000000,3000000,0
261,20000000,620,317,3000000,3000000,0
25,21000000,647,330,3000000,3000000,0
101,24000000,1617,318,3000000,3000000,0
262,20000000,970,322,3000000,3000000,0
105,24000000,651,329,3000000,3000000,0
266,20000000,639,310,3000000,3000000,0
28,21000000,1589,310,3000000,3000000,0
106,24000000,990,370,3000000,4000000,0
267,20000000,1076,396,3000000,2000000,0
29,21000000,2547,1781,3000000,3000000,0
107,24000000,2971,794,3000000,3000000,0
30,21000000,1250,456,3000000,3000000,0
269,20000000,3447,416,3000000,3000000,0
270,20000000,496,496,3000000,3000000,0
271,20000000,329,329,3000000,3000000,0
111,24000000,2005,308,3000000,3000000,0
272,20000000,634,326,3000000,3000000,0
112,24000000,651,325,3000000,3000000,0
273,20000000,646,321,3000000,3000000,0
113,24000000,651,330,3000000,3000000,0
274,20000000,730,400,3000000,3000000,0
31,21000000,5486,2235,3000000,3000000,0
116,24000000,2665,30,3000000,3000000,0
275,20000000,3604,1339,3000000,3000000,0
32,21000000,1887,518,3000000,3000000,0
117,24000000,2346,489,3000000,3000000,0
276,20000000,1318,311,3000000,3000000,0
33,21000000,1242,442,3000000,3000000,0
118,24000000,1127,374,3000000,3000000,0
277,20000000,1244,428,3000000,3000000,0
34,21000000,1559,757,3000000,3000000,0
119,24000000,1938,753,3000000,3000000,0
278,20000000,1945,435,3000000,3000000,0
35,21000000,1598,410,3000000,3000000,0
121,24000000,1166,321,3000000,3000000,0
280,20000000,1177,446,3000000,3000000,0
37,21000000,1102,335,3000000,3000000,0
281,20000000,363,28,3000000,3000000,0
123,24000000,1348,539,3000000,3000000,0
124,24000000,530,530,3000000,3000000,0
284,20000000,1601,532,3000000,3000000,0
285,20000000,1102,1102,3000000,3000000,0
286,20000000,405,405,3000000,3000000,0
128,24000000,2404,365,3000000,3000000,0
287,20000000,824,459,3000000,3000000,0
129,24000000,913,454,3000000,3000000,0
288,20000000,884,430,3000000,3000000,0
39,21000000,5298,454,3000000,3000000,0
135,24000000,1257,373,3000000,3000000,0
294,20000000,1155,328,3000000,3000000,0
136,24000000,636,308,3000000,3000000,0
295,20000000,622,314,3000000,3000000,0
40,21000000,1648,325,3000000,3000000,0
137,24000000,951,312,3000000,3000000,0
296,20000000,949,312,3000000,3000000,0
41,21000000,953,329,3000000,3000000,0
138,24000000,956,315,3000000,3000000,0
297,20000000,966,322,3000000,3000000,0
42,21000000,2644,2007,3000000,3000000,0
139,24000000,2356,27,3000000,3000000,0
298,20000000,2363,329,3000000,3000000,0
140,24000000,635,306,3000000,3000000,0
299,20000000,621,315,3000000,3000000,0
141,24000000,638,323,3000000,3000000,0
142,24000000,309,309,3000000,3000000,0
301,20000000,954,322,3000000,3000000,0
143,24000000,1148,826,3000000,3000000,0
302,20000000,1150,324,3000000,3000000,0
144,24000000,830,506,3000000,3000000,0
146,24000000,770,770,3000000,3000000,0
305,20000000,2730,1454,3000000,3000000,0
43,21000000,6258,447,3000000,3000000,0
147,24000000,2739,838,3000000,3000000,0
306,20000000,1668,383,3000000,3000000,0
7,4000000,222354,111799,1000000,0,11000000
44,21000000,1857,636,3000000,3000000,0
148,24000000,1589,570,3000000,3000000,0
307,20000000,2050,844,3000000,3000000,0
8,75000000,260507,229893,6000000,3000000,0
45,21000000,2866,1452,3000000,3000000,0
1,22000000,97527937,632,3000000,4000000,0
149,24000000,3260,332,3000000,4000000,0
308,20000000,2753,337,3000000,4000000,0
150,24000000,648,311,3000000,4000000,0
309,20000000,629,318,3000000,4000000,0
7,3000000,226865,5570,1000000,0,10000000
151,24000000,1113,795,3000000,4000000,0
7,1000000,225082,360,1000000,0,8000000
310,20000000,1573,778,3000000,4000000,0
2,22000000,2900,29,3000000,4000000,0
152,24000000,831,24,3000000,4000000,0
311,20000000,598,545,3000000,4000000,0
153,24000000,577,32,3000000,4000000,0
312,20000000,581,549,3000000,4000000,0
3,22000000,1547,397,3000000,4000000,0
154,24000000,2083,1137,3000000,4000000,0
313,20000000,1597,63,3000000,4000000,0
4,22000000,4000,2800,3000000,4000000,0
156,24000000,2893,30,3000000,4000000,0
315,20000000,2849,19,3000000,4000000,0
8,34000000,158424,158424,4000000,3000000,0
160,24000000,84,65,3000000,4000000,0
161,24000000,29,29,3000000,4000000,0
320,20000000,411,317,3000000,4000000,0
162,24000000,644,327,3000000,4000000,0
50,21000000,10191,325,3000000,4000000,0
324,20000000,966,314,3000000,4000000,0
52,21000000,633,319,3000000,4000000,0
166,24000000,1275,317,3000000,4000000,0
325,20000000,968,332,3000000,4000000,0
326,20000000,717,717,3000000,4000000,0
327,20000000,321,321,3000000,4000000,0
328,20000000,317,317,3000000,4000000,0
170,24000000,2278,591,3000000,5000000,0
330,20000000,1696,1105,3000000,2000000,0
172,24000000,1570,465,3000000,2000000,0
331,20000000,4942,4477,3000000,2000000,0
175,24000000,5054,577,3000000,2000000,0
334,20000000,1517,940,3000000,2000000,0
2,23000000,97549268,980,3000000,3000000,0
176,24000000,2586,666,3000000,3000000,0
8,73000000,254048,24155,6000000,3000000,0
335,20000000,2496,850,3000000,3000000,0
177,24000000,1170,320,3000000,3000000,0
336,20000000,652,332,3000000,3000000,0
178,24000000,660,328,3000000,3000000,0
337,20000000,644,316,3000000,3000000,0
179,24000000,705,389,3000000,3000000,0
339,20000000,424,35,3000000,3000000,0
57,21000000,14696,321,3000000,4000000,0
341,20000000,650,329,3000000,4000000,0
59,21000000,861,532,3000000,4000000,0
5,23000000,4935,517,3000000,4000000,0
183,24000000,2207,473,3000000,4000000,0
342,20000000,1908,386,3000000,4000000,0
60,21000000,1779,403,3000000,4000000,0
6,23000000,1694,432,3000000,4000000,0
184,24000000,1616,395,3000000,4000000,0
343,20000000,1562,332,3000000,4000000,0
61,21000000,1481,322,3000000,4000000,0
185,24000000,978,324,3000000,4000000,0
62,21000000,827,503,3000000,4000000,0
186,24000000,832,329,3000000,4000000,0
345,20000000,1794,316,3000000,4000000,0
63,21000000,1332,687,3000000,4000000,0
187,24000000,1413,410,3000000,4000000,0
346,20000000,1494,397,3000000,4000000,0
188,24000000,824,427,3000000,4000000,0
347,20000000,865,438,3000000,4000000,0
194,24000000,861,423,3000000,4000000,0
353,20000000,855,432,3000000,4000000,0
354,20000000,456,456,3000000,4000000,0
64,21000000,3417,434,3000000,4000000,0
196,24000000,1634,312,3000000,4000000,0
355,20000000,1058,312,3000000,4000000,0
65,21000000,946,322,3000000,4000000,0
197,24000000,946,312,3000000,4000000,0
9,53000000,235334,235334,5000000,3000000,0
356,20000000,1257,623,3000000,4000000,0
198,24000000,1204,581,3000000,4000000,0
357,20000000,903,322,3000000,4000000,0
8,23000000,9936,527,3000000,4000000,0
199,24000000,1536,687,3000000,4000000,0
358,20000000,1899,685,3000000,4000000,0
200,24000000,1424,739,3000000,4000000,0
359,20000000,1421,682,3000000,4000000,0
66,21000000,5479,321,3000000,4000000,0
201,24000000,1600,597,3000000,4000000,0
360,20000000,1430,512,3000000,4000000,0
202,24000000,918,406,3000000,4000000,0
205,24000000,350,350,3000000,4000000,0
364,20000000,1072,316,3000000,4000000,0
206,24000000,627,311,3000000,4000000,0
365,20000000,664,353,3000000,4000000,0
67,21000000,3173,328,3000000,4000000,0
207,24000000,1254,573,3000000,4000000,0
366,20000000,929,28,3000000,4000000,0
68,21000000,996,395,3000000,4000000,0
208,24000000,808,385,3000000,4000000,0
367,20000000,1201,421,3000000,4000000,0
69,21000000,1232,426,3000000,4000000,0
209,24000000,1291,444,3000000,4000000,0
368,20000000,1260,390,3000000,4000000,0
210,24000000,1764,1374,3000000,4000000,0
369,20000000,1683,309,3000000,4000000,0
211,24000000,634,325,3000000,4000000,0
370,20000000,1126,801,3000000,4000000,0
212,24000000,1126,325,3000000,4000000,0
371,20000000,713,388,3000000,4000000,0
213,24000000,712,324,3000000,4000000,0
372,20000000,1394,1070,3000000,4000000,0
214,24000000,1486,416,3000000,4000000,0
373,20000000,1201,785,3000000,4000000,0
75,21000000,7319,368,3000000,4000000,0
220,24000000,1182,29,3000000,4000000,0
379,20000000,711,314,3000000,4000000,0
76,21000000,669,326,3000000,4000000,0
10,23000000,17952,1449,3000000,4000000,0
221,24000000,2458,369,3000000,4000000,0
380,20000000,4166,2022,3000000,4000000,0
77,21000000,4546,706,3000000,4000000,0
11,23000000,3882,785,3000000,4000000,0
222,24000000,3947,434,3000000,4000000,0
7,0,221467,58660,1000000,0,7000000
381,20000000,3127,1202,3000000,4000000,0
78,21000000,3268,847,3000000,4000000,0
12,23000000,2904,421,3000000,4000000,0
223,24000000,2873,403,3000000,4000000,0
382,20000000,2513,842,3000000,4000000,0
79,21000000,1692,26,3000000,4000000,0
13,23000000,1704,433,3000000,4000000,0
224,24000000,1674,373,3000000,4000000,0
383,20000000,1232,400,3000000,4000000,0
80,21000000,1572,366,3000000,4000000,0
14,23000000,1514,375,3000000,4000000,0
225,24000000,1559,418,3000000,4000000,0
384,20000000,1627,468,3000000,5000000,0
81,21000000,1808,547,3000000,2000000,0
15,23000000,1986,553,3000000,3000000,0
226,24000000,1979,411,3000000,4000000,0
385,20000000,1931,420,3000000,4000000,0
8,22000000,60653,431,3000000,5000000,0
16,23000000,1632,370,3000000,5000000,0
227,24000000,1631,410,3000000,5000000,0
386,20000000,1570,359,3000000,5000000,0
82,21000000,3463,509,3000000,5000000,0
393,20000000,908,399,3000000,5000000,0
24,23000000,2142,465,3000000,5000000,0
235,24000000,2193,461,3000000,5000000,0
394,20000000,1350,424,3000000,5000000,0
83,21000000,2200,451,3000000,5000000,0
25,23000000,1655,319,3000000,5000000,0
236,24000000,1612,418,3000000,5000000,0
395,20000000,1501,313,3000000,5000000,0
396,20000000,310,310,3000000,5000000,0
399,20000000,513,513,3000000,5000000,0
